"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","1","1","0","11","Mr Caldwell","N/A","N/A","N/A","N/A","N/A","5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking6 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. 4 MS CLAYDON: To move: That this House:  notes that:  on 2 November 2023, Australia with 186 other member states again voted for the United Nations General Assembly resolution against the United States' longstanding economic, commercial and financial embargo against Cuba;  only two member states have voted consistently against the resolution since it was first introduced in 1992, demonstrating overwhelming international support for the end of the embargo; and  the embargo has unfairly hindered the development of the Cuban economy, created decades of economic hardship and has had a negative impact on the health and wellbeing of the Cuban people;  further notes that the embargo:  constitutes a serious and systemic violation of the norms of international law and the Charter of the United Nations;  is not conducive to friendly relations and cooperation between nations and peoples, and it directly affects the development of the Cuban economy and its people; and  impedes the ability of Australian citizens to trade bilaterally;  recognises that sustained international pressure will be one of the most influential methods of ending this enduring and unfair embargo; and  reaffirms Australia's support for an end to the embargo. Time allotted — 25 minutes. Speech time limits — ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[118]","N/A","N/A","N/A"
"0","0","0","1","1","0","12","Ms Claydon","N/A","N/A","N/A","N/A","N/A","5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking5 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. 5 MS PRICE: To move: That this House:  acknowledges that:  this Government spent $450 million on the divisive Voice to Parliament referendum that was rejected by each state and territory, excluding the Australian Capital Territory;  the proposal for a Voice to Parliament was put forward as an urgent solution to help close the gap for Aboriginal and Torres Strait Islander people;  since the referendum this Government has been completely absent in this space and has demonstrated that they have no plan B; and  there are proposals on the table that would make a demonstrable difference that this Government refuses to implement, including:  announcing an audit into Commonwealth spending for Indigenous specific programs to identify waste in financial resources and programs that are making a difference;  establishing a royal commission into child sexual abuse in Indigenous communities; and  re-instating the cashless debit card in vulnerable communities; and  calls on the Government to focus on practical actions like these to assist in closing the gap. Time allotted — remaining private Members' business time prior to 1.30 pm. Speech time limits — ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[137]","N/A","N/A","N/A"
"0","0","0","1","1","0","13","Ms Price","N/A","N/A","N/A","N/A","N/A","5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking7 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. Items for Federation Chamber (4.45 pm to 7.30 pm) PRIVATE MEMBERS' BUSINESS Notices — continued 6 MR LEESER: To move: That this House:  notes:  that February 2024 marks two years since Russia's illegal and immoral invasion of Ukraine;  the Ukrainian people continue to show strength, determination and courage in defending their land and resisting Russia's unlawful invasion;  the decision in September 2023 of the Government to retire the MRH-90 Taipan helicopters following the loss of four lives during a training accident; and  the request of the Ukrainian Government in late 2023 for Australia to donate the MRH-90 Taipan helicopters to assist in its ongoing war efforts to defend their homeland.  expresses concern regarding the:  decision of the Government to bring forward its program of dismantling of the MRH-90 Taipan helicopters;  Government's weak and too-little, too-late response to requests for assistance from the government of Ukraine; and  failure of the Government to maintain the former Government's record of delivering a comprehensive package of support that established Australia as the largest non-NATO contributor to Ukraine; and  calls on the Government to demonstrate Australia's continued support for Ukraine by urgently:  seeking advice from defence industry and NATO partners as to what support may be available to facilitate the refurbishment and operation of MRH-90 Taipan helicopters by Ukraine and reconsider the response to the government of Ukraine;  responding affirmatively to the Ukrainian request for thermal power to assist in power generation;  re-establishing Australia's embassy in Kyiv; and  delivering a comprehensive strategy of support covering military, humanitarian and energy supplies. Time allotted — 40 minutes. Speech time limits — ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[155]","N/A","N/A","N/A"
"0","0","0","1","1","0","14","Mr Leeser","N/A","N/A","N/A","N/A","N/A","5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking8 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. Orders of the day 1 INDUSTRIAL RELATIONS: Resumption of debate (from 12 February 2024) on the motion of Mr Rae—That this House:  acknowledges that through the passage of its 'closing loopholes' legislation, the Government has closed loopholes used by some employers to undercut wages, conditions and safety for Australian workers, including by:  stopping companies using labour hire as a means of underpaying their workers;  making it a criminal offence for employers to deliberately steal their workers' wages;  closing the loophole in which large businesses could claim small business exemptions during insolvency;  introducing a new criminal offence of industrial manslaughter;  ensuring better support for first responders with post-traumatic stress disorder;  protecting workers subjected to family and domestic violence from discrimination at work; and  expanding the functions of the Asbestos Safety and Eradication Agency to include silica;  recognises that many Australian families are doing it tough dealing with the cost of living, and that getting wages moving again is a key part of addressing the cost of living;  notes that the Opposition has voted against legislation to get wages moving 36 times in this term of Parliament; and  calls on the Opposition to support the remaining elements of the 'closing loopholes' legislation, including minimum standards for gig workers, reforms to the road transport industry and a better deal for casual workers who want to become permanent. Time allotted — 5 minutes. Speech time limits — All Members —5 minutes each. [Minimum number of proposed Members speaking8 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. Notices — continued 7 MS WARE: To move: That this House:  notes that:  National Cabinet agreed to a national target to build 1.2 million new well-located homes over five years from 1 July 2024; and  the New South Wales Government has conceded that it cannot reach its agreed housing targets of 75,000 new dwellings a year over the next five years;  expresses concern that, as a flow-on consequence, the Commonwealth Government cannot reach its target to construct 1.2 million new homes over five years;  acknowledges that:  the Government's pipedream figure for new housing did not take into account:  record high numbers of liquidations in the building and construction industry;  a shortage of available construction materials;  increasing construction material costs; and  a shortage of skilled tradespeople; and  the Government refused to intervene in the dispute between the Maritime Union of Australia and DP World at container terminals, leading to a 50,000 container backlog and further exacerbating construction material shortages; and  further notes that the Government has:  legislated a failed housing plan; and  ultimately demonstrated that it cannot develop any policy to address the housing crisis, let alone deliver it. Time allotted — 40 minutes. Speech time limits — ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[181]","N/A","N/A","N/A"
"0","0","0","1","1","0","15","Ms Ware","N/A","N/A","N/A","N/A","N/A","5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking8 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. 8 MRS PHILLIPS: To move: That this House:  notes the Australian Government recently published Informing Regional Investment: State of Australia's Regions 2024 which provides evidence and insights on contemporary topics of interest across Australia's diverse regions;  considers the 2024 report focuses on contemporary and pressing issues as identified at the local level, including:  ensuring regional workforces are positioned to meet the needs of today and tomorrow;  promoting the economic aspirations, cultures and languages of First Nations people;  supporting places with amenity, services and economic opportunities;  collaboratively addressing issues like housing availability and affordability and access to quality early childhood education and care;  preparing for, responding to, and recovering from disasters; and  responding to challenges and opportunities as we transition to a net zero emissions future; and  commends the current Australian Government for their ongoing commitment to advance the lives of regional Australia. Time allotted — remaining private Members' business time prior to 7.30 pm. Speech time limits — ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[223]","N/A","N/A","N/A"
"0","0","0","1","1","0","16","Mrs","N/A","N/A","N/A","N/A","N/A","Phillips —5 minutes.  Other Members —5 minutes each. [Minimum number of proposed Members speaking9 x 5 mins] The Committee determined that consideration of this matter should continue on a future day. THE HON D. M. DICK MP Speaker of the House of Representatives 14 October 2024 ","Selection Committee","COMMITTEES","/hansard/chamber.xscript/debate[1]/subdebate.1/subdebate.2/speech/talk.text/body/p[241]","N/A","N/A","N/A"
"0","0","0","0","1","1","17","N/A","N/A","N/A","N/A","N/A","N/A","BILLS","N/A","BILLS","/hansard/chamber.xscript/debate[2]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","18","N/A","N/A","N/A","N/A","N/A","N/A","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.text/body/a/p","N/A","N/A","Bill r7139"
"0","0","0","0","1","1","19","N/A","N/A","N/A","N/A","N/A","N/A","Report from Federation Chamber","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","20","N/A","N/A","N/A","N/A","N/A","N/A","Bill returned from Federation Chamber without amendment; certified copy of bill presented.","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","21","N/A","N/A","N/A","N/A","N/A","N/A","Bill agreed to.","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","22","N/A","N/A","N/A","N/A","N/A","N/A","Third Reading","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","23","Ms COLLINS","HWM","N/A","N/A","N/A","N/A","by leave—I move:  That this bill be now read a third time. ","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[1]","Ms COLLINS (Franklin—Minister for Housing, Minister for Homelessness and Minister for Small Business) ","(09:02):","N/A"
"0","0","0","0","1","1","24","N/A","N/A","N/A","N/A","N/A","N/A","Question agreed to.","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","1","1","0","25","N/A","N/A","N/A","N/A","N/A","N/A","Bill read a third time.  ","Foreign Acquisitions and Takeovers Fees Imposition Amendment Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","26","N/A","N/A","N/A","N/A","N/A","N/A","Treasury Laws Amendment (Foreign Investment) Bill 2024","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.text/body/a/p","N/A","N/A","Bill r7142"
"0","0","0","0","1","1","27","N/A","N/A","N/A","N/A","N/A","N/A","Report from Federation Chamber","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","28","N/A","N/A","N/A","N/A","N/A","N/A","Bill returned from Federation Chamber without amendment; certified copy of bill presented.","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","29","N/A","N/A","N/A","N/A","N/A","N/A","Bill agreed to.","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","30","N/A","N/A","N/A","N/A","N/A","N/A","Third Reading","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","31","Ms COLLINS","HWM","N/A","N/A","N/A","N/A","by leave—I move:  That this bill be now read a third time. ","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[1]","Ms COLLINS (Franklin—Minister for Housing, Minister for Homelessness and Minister for Small Business) ","(09:03):","N/A"
"0","0","0","0","1","1","32","N/A","N/A","N/A","N/A","N/A","N/A","Question agreed to.","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","1","1","0","33","N/A","N/A","N/A","N/A","N/A","N/A","Bill read a third time.  ","Treasury Laws Amendment (Foreign Investment) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","34","N/A","N/A","N/A","N/A","N/A","N/A","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.text/body/p","N/A","N/A","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024 r7140"
"0","0","0","0","1","1","35","N/A","N/A","N/A","N/A","N/A","N/A","Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.text/body/a/p","N/A","N/A","Bill r7141"
"0","0","0","0","1","1","36","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","37","N/A","N/A","N/A","N/A","N/A","N/A","Cognate debate.","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","38","N/A","N/A","N/A","N/A","N/A","N/A","Consideration resumed of the motion:","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","39","N/A","N/A","N/A","N/A","N/A","N/A","That this bill be now read a second time.","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","40","N/A","N/A","N/A","N/A","N/A","N/A","to which the following amendment was moved:","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[5]","N/A","N/A","N/A"
"0","0","0","0","1","1","41","N/A","N/A","N/A","N/A","N/A","N/A","That all words after 'That' be omitted with a view to substituting the following words:","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[6]","N/A","N/A","N/A"
"0","0","0","0","1","1","42","N/A","N/A","N/A","N/A","N/A","N/A","'whilst not declining to give the bill a second reading, the House notes:","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[7]","N/A","N/A","N/A"
"0","0","0","0","1","1","43","N/A","N/A","N/A","N/A","N/A","N/A"," this Government has mismanaged the economy and made a deliberate decision to break promises and raise taxes;","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[8]","N/A","N/A","N/A"
"0","0","0","0","1","1","44","N/A","N/A","N/A","N/A","N/A","N/A"," the Coalition is committed to lower, simpler and fairer taxes;","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[9]","N/A","N/A","N/A"
"0","0","0","0","1","1","45","N/A","N/A","N/A","N/A","N/A","N/A"," because Australians are hurting from the Government's mismanagement of the economy, the Coalition will not oppose the reduction in the 19c tax rate to 16c;","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[10]","N/A","N/A","N/A"
"0","0","0","0","1","1","46","N/A","N/A","N/A","N/A","N/A","N/A"," the Coalition is committed to going to the next election with a tax reform package that is in keeping with the stage three tax cuts; and","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[11]","N/A","N/A","N/A"
"0","0","0","0","1","1","47","N/A","N/A","N/A","N/A","N/A","N/A"," the Coalition's package will:","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[12]","N/A","N/A","N/A"
"0","0","0","0","1","1","48","N/A","N/A","N/A","N/A","N/A","N/A"," deliver lower, simpler, and fairer taxes;","Treasury Laws Amendment (Cost of Living Tax Cuts) Bill 2024, Treasury Laws Amendment (Cost of Living—Medicare Levy) Bill 2024","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2/subdebate.text/body/p[13]","N/A","N/A","N/A"
