"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","1","1","11","N/A","N/A","N/A","N/A","N/A","N/A","BILLS","N/A","BILLS","/hansard/chamber.xscript/debate[2]/debate.text/body/p","N/A","N/A","N/A"
"0","0","0","0","1","1","12","N/A","N/A","N/A","N/A","N/A","N/A","Statute Update (Regulations References) Bill 2020","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.text/body/a/p","N/A","N/A","Bill r6494"
"0","0","0","0","1","1","13","N/A","N/A","N/A","N/A","N/A","N/A","First Reading","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","14","N/A","N/A","N/A","N/A","N/A","N/A","Bill and explanatory memorandum presented by Mr Tehan, for Mr Porter.","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","15","N/A","N/A","N/A","N/A","N/A","N/A","Bill read a first time.","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[1]/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","16","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","17","Mr TEHAN","210911","N/A","N/A","N/A","N/A","I move:  That this bill be now read a second time. The Statute Update (Regulations References) Bill 2020 makes minor and technical changes to the Commonwealth statute book to enhance its usability, facilitate interpretation and administration, and promote consistency. Statute law revision acts and statute stocktake acts have been passed on a regular basis since 1934 as a means of removing obsolete and spent provisions from the statute book and correcting mistakes in drafting. They are traditionally noncontroversial and regarded as an essential means of keeping the Commonwealth statute book accurate and up to date. The process of statute law revision and update aims to enhance the clarity and efficient use of the statute book. This bill contains one schedule, which updates specific references to regulations in 10 principal acts across the Commonwealth statute book. These references have become out of date due to the repeal, replacement or renaming of those regulations, or are at risk of becoming out of date in future for these reasons. The bill omits references to specific regulations and specific provisions of regulations, replacing them with more general references to the acts under which the relevant regulations are made. The bill also makes minor consequential amendments to support the operation of the amended provisions, including altering headings and inserting notes. These ongoing corrections and improvements to legislation are important to ensure that the Commonwealth statute book remains up to date, accurate and user friendly. I commend this bill to the House. ","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[1]","Mr TEHAN (Wannon—Minister for Education) ","(09:33):","N/A"
"0","0","0","0","1","1","18","N/A","N/A","N/A","N/A","N/A","N/A","Debate adjourned.","Statute Update (Regulations References) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[1]/subdebate.2[2]/speech/talk.text/body/p[10]","N/A","N/A","N/A"
"0","0","0","0","1","1","19","N/A","N/A","N/A","N/A","N/A","N/A","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.text/body/a/p","N/A","N/A","Bill r6492"
"0","0","0","0","1","1","20","N/A","N/A","N/A","N/A","N/A","N/A","First Reading","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","21","N/A","N/A","N/A","N/A","N/A","N/A","Bill and explanatory memorandum presented by Mr Sukkar.","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","22","N/A","N/A","N/A","N/A","N/A","N/A","Bill read a first time.","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[1]/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","23","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/subdebate.text/body/p","N/A","N/A","N/A"
"0","0","0","1","1","0","24","Mr SUKKAR","242515","N/A","N/A","N/A","N/A","I move:  That this bill be now read a second time. This bill contains two measures that maintain the integrity and efficiency of Australia's tax system. Schedule 1to the bill amends the Income Tax Assessment Act 1997to extend the definition of a significant global entity to include members of large business groups headed by proprietary companies, trusts, partnerships, investment entities and individuals. SGE is a concept to define, generally speaking, a group of entities under the control of a large multinational. Such groups are a key focus for tax authorities to prevent profit shifting. Many of the significant measures undertaken by this government to tackle multinational tax avoidance rely on this SGE definition. These include the multilateral anti-avoidance law, the diverted profits tax and penalties applying to false or misleading statements, late lodgement of documents or tax schemes. SGEs are also required to prepare and submit general-purpose financial statements to the Australian Taxation Office. Extending the definition therefore will ensure that multinationals cannot structure to avoid our multinational tax integrity rules, which remain amongst the strongest in the world. Schedule 2 to the bill makes permanent the current temporary capital gains tax relief for merging superannuation funds, which is otherwise due to expire on 1 July this year. The current arrangements remove unnecessary impediments that would otherwise apply to mergers by allowing super funds to transfer revenue and capital losses to a new merged fund and to defer taxation consequences on gains and losses from revenue and capital assets. Extending the relief will give fund trustees certainty when planning merger activity and will provide wider benefits to fund members and the superannuation system as a whole through increased fund scale and efficiencies. This measure implements recommendation 21 of the Productivity Commission's final report, titled Superannuation: assessing efficiency and competitiveness. Full details of the measures included in this bill are contained in the explanatory memorandum. ","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[1]","Mr SUKKAR (Deakin—Assistant Treasurer and Minister for Housing ) ","(09:35):","N/A"
"0","0","0","0","1","1","25","N/A","N/A","N/A","N/A","N/A","N/A","Debate adjourned.","Treasury Laws Amendment (2020 Measures No. 1) Bill 2020","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[2]/subdebate.2[2]/speech/talk.text/body/p[12]","N/A","N/A","N/A"
"0","0","0","0","1","1","26","N/A","N/A","N/A","N/A","N/A","N/A","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.text/body/a/p","N/A","N/A","Bill r6447"
"0","0","0","0","1","1","27","N/A","N/A","N/A","N/A","N/A","N/A","Second Reading","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[1]","N/A","N/A","N/A"
"0","0","0","0","1","1","28","N/A","N/A","N/A","N/A","N/A","N/A","Consideration resumed of the motion:","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[2]","N/A","N/A","N/A"
"0","0","0","0","1","1","29","N/A","N/A","N/A","N/A","N/A","N/A","That this bill be now read a second time.","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[3]","N/A","N/A","N/A"
"0","0","0","0","1","1","30","N/A","N/A","N/A","N/A","N/A","N/A","to which the following amendment was moved:","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[4]","N/A","N/A","N/A"
"0","0","0","0","1","1","31","N/A","N/A","N/A","N/A","N/A","N/A","That all words after 'That' be omitted with a view to substituting the following words:","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[5]","N/A","N/A","N/A"
"0","0","0","0","1","1","32","N/A","N/A","N/A","N/A","N/A","N/A","'whilst not declining to give the bill a second reading, the House:","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[6]","N/A","N/A","N/A"
"0","0","0","0","1","1","33","N/A","N/A","N/A","N/A","N/A","N/A"," notes that too many Australians retire without adequate retirement savings; and","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[7]","N/A","N/A","N/A"
"0","0","0","0","1","1","34","N/A","N/A","N/A","N/A","N/A","N/A"," reaffirms its commitment to the legislated superannuation guarantee rise to 12 per cent by 2025'","Treasury Laws Amendment (Your Superannuation, Your Choice) Bill 2019","BILLS","/hansard/chamber.xscript/debate[2]/subdebate.1[3]/subdebate.2[1]/subdebate.text/body/p[8]","N/A","N/A","N/A"
