"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","1","0","0","0","0","0","1","0","11","0","N/A","N/A","N/A","N/A","N/A","N/A","We made a promise to the people of Australia, a promise which was derided by the now Leader of the Opposition. When I said in February 1983 that we would produce half a million new jobs, what did the now Leader of the Opposition say? He said `nonsense', and said it month after month through 1983. He said that this country could not grow, in employment terms, like that. He said that because his whole thinking was moulded in terms that one used the levers of economic power, not to produce equitable growth but to grind people into the ground. It was the underprivileged of this country-the young-who paid the price of his economic ineptitude. He did not have the wit or the economic intelligence to understand that if one applied sensible economic policies one could turn this country around from recession into record growth.  The honourable member for Lowe is right-the performance of this country has been truly outstanding. The important thing is that not only does this Government take pride in that performance but so does the overwhelming majority of the people of this country. The only great tragedy that mars the fact that we are performing better than the rest of the world is that we have this Opposition which, as I have said before, is without talent, without principle and without leadership. ","ECONOMY","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[4]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","12","0","Mr HOWARD","ZD4","N/A","N/A","N/A","N/A","I ask the Prime Minister to assure the House that the ministerial revolt he now faces over spending cuts will not prevent either the announcement of a full cut in oil prices to reflect the fall in world prices from 1 March or the delivery in full of the tax cuts promised last September.","FUEL PRICE CUTS AND TAXATION CUTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","0","Mr HAWKE","YD4","N/A","N/A","N/A","N/A","I understand that my colleague, the Treasurer, on about three occasions in the last week, has splattered around the floor of this House whatever may have remained of the reputation of the Leader of the Opposition in matters economic. For this individual to presume to talk of economic management is an insult to the intelligence of all people in this country. He had his go. He had his chance and he proved to be the worst Treasurer in the history of this country. He has not done any better in opposition.","FUEL PRICE CUTS AND TAXATION CUTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/answer/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","14","0","N/A","N/A","N/A","N/A","N/A","N/A","Let us look at what he said about what we would do. We announced and imposed upon ourselves the most stringent economic constraints in the history of this country. What did this person, the now Leader of the Opposition, say about our chances of achieving that result? On 3 January last year, he said:  It is further evidence that the Hawke Government will not be able to keep its promised economic trilogy. Of course he was wrong then. We produced results. I say again to this House that we will abide by the trilogy. We will deliver the tax cuts and the decision in regard to oil policy will be announced in the very near future and will meet with the approval of the Australian people, as has the economic management of this country under this Government since they gave us the responsibility for that task in March 1983. ","FUEL PRICE CUTS AND TAXATION CUTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[5]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","15","0","Mr LANGMORE","KG4","N/A","N/A","N/A","N/A","Has the Minister for Territories seen recent criticisms of the Government's administration of the Australian Capital Territory? Is he able to comment on whether there has been a decline in the Australian Capital Territory economy since 1983?","AUSTRALIAN CAPITAL TERRITORY: ADMINISTRATION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","16","0","Mr Cadman","SD4","N/A","N/A","N/A","N/A","Tell us about the Belconnen Mall. That is what we want to hear about.","AUSTRALIAN CAPITAL TERRITORY: ADMINISTRATION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/question/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","17","0","Mr SCHOLES","5J4","N/A","N/A","N/A","N/A","Most people who have shown a continuing interest in the Australian Capital Territory will be aware of the mess that the economy of the Australian Capital Territory was in in 1983. At the time of the change of government unemployment in this area was running at 7 per cent. It is now less than 5 per cent. The private sector had ground to a halt. There were no serviced blocks available for home builders who wished to take part in that great Australian dream of owning their own home. Land prices were escalating at a very rapid rate because of the failure in the previous 12 months of the then Government to pursue a policy of providing adequate serviced land for those people who wished to build homes.","AUSTRALIAN CAPITAL TERRITORY: ADMINISTRATION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","18","0","N/A","N/A","N/A","N/A","N/A","N/A","The claims of members of the Opposition in this regard are very much like most of the claims they make in this House. They have all the substance of the words of a trained parrot which does not understand what it is talking about and does not want to know what it said or did yesterday. The performance of the present Government in this area since the change of government has been extremely good and compares more than favourably with the disastrous performance and management of this area over the six or seven years prior to 1983. The Australian Capital Territory was one area of Australia in which the former Government played at cutting government expenditure-the supposed razor gang exercise which went on for five years and achieved $300m in cuts.  An honourable gentleman opposite wants to know about the Belconnen Mall. I might say that his Government spent two years and $300,000 worth of public funds in a failed attempt to sell that particular commercial development. It took three years and the best bid it could get was $50m. I will make one other comment on the sorts of allegations coming from the Opposition. I note that in the Senate I was criticised for failing to encourage private enterprise in the development of the Tuggeranong town centre. We sold the site to private enterprise for development several months ago at a very substantial profit for the Commonwealth. The problem is that Opposition members do not know what they are talking about. It is worth noting that, despite the statements of the Leader of the Opposition that he will cut billions of dollars from government expenditure, his shadow Minister for Territories has given a solemn undertaking, presumably with his Leader's blessing, that in every area of expenditure in the Australian Capital Territory there will be increased expenditure. Is the Leader of the Opposition prepared to underwrite that promise or is his shadow Minister talking through his hat? ","AUSTRALIAN CAPITAL TERRITORY: ADMINISTRATION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","19","0","Mr RUDDOCK","0J4","N/A","N/A","N/A","N/A","My question is to the Minister for Social Security. I ask whether he agrees that the continuing wrangling between the Hawke and Wran governments over the emergency relief services in New South Wales is an example of how, in the words of his Socialist Left colleague, `poverty and homelessness have continued to increase' under this Administration.","NEW SOUTH WALES: EMERGENCY RELIEF SERVICES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","20","0","Mr HOWE","EH4","N/A","N/A","N/A","N/A","During the time that we have been in office this Government has taken extremely seriously the problem of assistance to the States and to the voluntary organisations in the form of additional funding for emergency relief. Since we have been in government funding has tripled in terms of the amount available when we came to office and the funding currently available to the States to assist the various government and voluntary sectors in the provision of emergency relief.","NEW SOUTH WALES: EMERGENCY RELIEF SERVICES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/talk.start[1]/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","21","0","N/A","N/A","N/A","N/A","N/A","N/A","The conferences of Commonwealth and State Welfare Ministers have involved a number of discussions on the subject of emergency relief. I do not think there is any disagreement between the Commonwealth and the States that in the longer term effective action taken against poverty and the removal of the need for assistance for emergency relief is dependent on overall government priorities, particularly in the area of social security but also in terms of other services provided by government departments. The extent of the consensus can be seen in the major areas of expenditure which the Commonwealth and State Ministers agreed ought to be focused on by the Commonwealth. Those are the areas that I referred to in a question earlier in Question Time where we are providing additional assistance. Our strategy has been very much in line with the strategy agreed between the Commonwealth and the States.  With regard to New South Wales, the Commonwealth is certainly concerned about the decision made by the New South Wales Government to withdraw partially from the provision of emergency relief through the Youth and Community Services Department of that State. However, it is not a complete withdrawal but a partial withdrawal. There have been discussions between the Commonwealth and the States. The Commonwealth for its part has been prepared to make a significant offer to the New South Wales Government. Not only have we tripled expenditure from the Commonwealth viewpoint on additional assistance for emergency relief, but also we have spent some hundreds of millions of dollars to provide additional assistance to individuals in the target group areas and also made an additional offer to the New South Wales Government with respect to the provision of assistance-- ","NEW SOUTH WALES: EMERGENCY RELIEF SERVICES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","22","0","Mr Carlton","DF4","N/A","N/A","N/A","N/A","That is while the people wait.","NEW SOUTH WALES: EMERGENCY RELIEF SERVICES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/interject/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","23","0","Mr HOWE","EH4","N/A","N/A","N/A","N/A","No, we have made an offer to the New South Wales Government.","NEW SOUTH WALES: EMERGENCY RELIEF SERVICES","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/talk.start[2]/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","24","0","Ms FATIN","WD4","N/A","N/A","N/A","N/A","My question is directed to the Minister for Defence. In the light of the joint announcement this week by the Minister for Defence and the Minister for Housing and Construction, can the Minister inform the House of the expected impact on the local community of new developments at HMAS Stirling at Garden Island in Rockingham? In particular, can the Minister tell the House about the new submarine escape training facility at HMAS Stirling?","HMAS STIRLING","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","25","0","Mr BEAZLEY","PE4","N/A","N/A","N/A","N/A","I thank the honourable member for her question. She is very diligent in taking note of the various decisions this Government takes on developments at HMAS Stirling, and she has a considerable interest in the welfare of the Royal Australian Navy people and the impact to those people on her constituency. The Government has taken a number of decisions in recent times to give effect to our two-ocean navy strategy, which we see as an essential aspect of defence self-reliance. Among those decisions put into effect-there are some yet to be implemented-is the stationing of, and providing of the necessary housing and other facilities for, the two destroyers now permanently home ported at HMAS Stirling. We have also taken decisions in recent times to base the bulk of the new submarine fleet, when it comes into existence, at HMAS Stirling and to base a proportion of the old submarine fleet there. They are decisions that will be implemented down the line. When those changes come into effect there will be a substantial requirement, particularly in the housing area, to ensure that those crews can be properly home ported, and some work, though not a great deal, will need to be done to improve the facilities so that they can cope with the additional requirements.","HMAS STIRLING","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","26","0","N/A","N/A","N/A","N/A","N/A","N/A","All of those changes mean substantial work for the local community. The decision we have taken most recently is the decision to construct a new submarine escape training facility at HMAS Stirling, which is consistent with our decision ultimately to base the bulk of the submarine fleet there. A contract worth $11.5m has been let for that project, which comprises a submarine escape training tank incorporating a submarine escape training module, a shallow training module, support services for the training tank and modules, an eight-level reinforced concrete building to house the tank, associated teaching areas and support services, site works and building and engineering services. At its peak some 60 people will be employed on that site.  Of course we do not take decisions solely because we wish to advantage residents in the honourable member's constituency, though they do have that effect. We take these decisions because we believe that they are essential in the defence interests of this country and are long overdue. They are just part of the general effectiveness of the defence policies pursued by this Government. As it happens, these new facilities will benefit many of the honourable member's constituents. I am aware that they are appreciative of that, and the Navy has made an effort in recent times to involve itself actively in the local community. The honourable member drew my attention recently to the Navy's participation in a work training scheme for local members of the community. That is to be welcomed. I know that the Navy is appreciative of the welcome it has received in the honourable member's community and I know that it is also appreciative of her efforts on its behalf. ","HMAS STIRLING","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","27","0","Mr SINCLAIR","5E4","N/A","N/A","N/A","N/A","The Minister for Primary Industry will recall during the Mudginberri dispute backing a decision by the Export Inspection Service, which is under his control, to refuse to provide export inspection for meat produced there. Does the Minister's announcement the other day, that following court action the Government will legislate for an escape clause which would allow him not to provide export inspection, mean that the Minister now acknowledges that he had no such discretion at Mudginberri?","EXPORT INSPECTION SERVICE","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","28","0","Mr KERIN","QH4","N/A","N/A","N/A","N/A","First of all, there is no implication of this being an escape clause at all. The Full Bench of the Federal Court of Australia recently handed down a decision. The effect of that, in law, is that the Export Inspection Service has virtually no discretion but to provide inspection staff whenever requested to do so. In that decision the word `impossible' appeared-`. . . unless it is impossible to do so'. That word is not defined, so in all other government departments, if that rule applies as a statement on administrative law it simply means that we have to provide a service unless it is impossible to do so, whether it be the Australian Bureau of Customs, Australia Post or whatever.","EXPORT INSPECTION SERVICE","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/answer/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","29","0","N/A","N/A","N/A","N/A","N/A","N/A","As far as the Export Inspection Service is concerned, if we apply that word `impossible' it simply means that we have to employ a lot of additional inspectors, which imposes a cost on the industry. In the usual run of events, requests for inspectors can be made at any time, regardless of the absolute condition of whether or not stock is available. I believe that it is untenable that the people who are accountable for the proper administration of the inspection service have little say in the way this service is provided. When considering a request for inspection staff they must be able to take into consideration the efficiency of the operations, the safety of the staff, together with the effect of their decision on the whole of the industry. It is also necessary for the Government to have an input into the decision-making process when the national interest is involved.  Considering the nature of the judgment-I advise honourable members to read the judgment because there was a plain invitation within it to do what the Government has done-and the added inspection costs that would result if no inspection was taken, not to mention the possible effects in other areas of government administration, the Government has decided to amend ministerial orders clearly to provide a discretion. Under the new orders, decisions taken by officials will be subject to the Administrative Appeals Tribunal Act 1975. The changes will also enable the Government to be involved in the decision-making process should the national interest be in question. ","EXPORT INSPECTION SERVICE","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","30","0","Mr BILNEY","RE4","N/A","N/A","N/A","N/A","I preface my question to the Minister for Health by reminding him that last year he assured me that progress was being made towards the conclusion of an agreement on reciprocal health care benefits between Australia and the United Kingdom. Will the Minister now outline the stage negotiations have reached? Secondly, will he let us know what benefits this agreement will provide to the many people of United Kingdom origin in his and my electorates?","RECIPROCAL HEALTH ARRANGEMENTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[10]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","31","0","Dr BLEWETT","VE4","N/A","N/A","N/A","N/A","I can assure the honourable member for Kingston that we are well advanced in the negotiations with the United Kingdom for a reciprocal health care agreement. I point out that in the first week of January I signed a reciprocal Medicare agreement with the Italian Government. As soon as the Italian Parliament has approved that agreement, short term Italian visitors to this country and Australian visitors to Italy will be granted immediate access to the health systems of the two countries.","RECIPROCAL HEALTH ARRANGEMENTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[10]/answer/talk.start/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","32","0","N/A","N/A","N/A","N/A","N/A","N/A","In relation to the agreement with the United Kingdom, it is my ambition and hope-negotiations are now sufficiently advanced-to be able to say that in mid-March I will be signing an agreement with the United Kingdom Government to ensure reciprocal arrangements between Australia and Britain. This will mean that, as soon as that agreement is approved, Australian citizens visiting the United Kingdom for short periods will have access to the British national health system and United Kingdom visitors to Australia for a short period will have access to the Australian Medicare system.  ","RECIPROCAL HEALTH ARRANGEMENTS","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[10]/answer/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","33","0","Mr HICKS","AH4","N/A","N/A","N/A","N/A","My question is directed to the Treasurer. In the light of the threatened widespread loss of jobs in the Riverina-Darling electorate and in the rest of rural Australia through the Government's proposed quarantining of farm loss legislation, will the Treasurer investigate the situation in the hope that the existing rural recession will not be exacerbated further by ill-advised Government policy?","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/question/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","34","0","Mr KEATING","NH4","N/A","N/A","N/A","N/A","The honourable gentleman may say `ill advised' but in fact anybody with an exclusive farm income is not affected whatsoever.","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/talk.start[1]/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","35","0","Mr Tuckey","SJ4","N/A","N/A","N/A","N/A","Of course they are; the values are down.","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/interject[1]/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","36","0","Mr KEATING","NH4","N/A","N/A","N/A","N/A","They are not affected whatsoever.","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/talk.start[2]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","37","0","Opposition members","N/A","N/A","N/A","N/A","N/A","interjecting-  ","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","38","0","Madam SPEAKER","10000","N/A","N/A","N/A","N/A","Order! The question has been asked. We will now hear the answer.","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/interject[2]/talk.start/para","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","39","0","Mr KEATING","NH4","N/A","N/A","N/A","N/A","What was happening was that there was a haemorrhage on the revenue through the fact that many people were not principally in the business of farming but were running a so-called farming enterprise. They were running those losses off against their income in a way whereby they were essentially accumulating a capital profit themselves but were not in the business of producing or relying principally on an agricultural income.","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/talk.start[3]/para","N/A","N/A","N/A"
"0","1","0","0","0","0","0","1","0","40","0","N/A","N/A","N/A","N/A","N/A","N/A","The Government designed this rule in this way because there was a history of losses in agricultural income for the previous five years being aggregated against other income. To provide for somebody who had a property and was relying principally upon that and was earning some off-farm income, we amended the original proposal in the tax reform package from a maximum of $15,000 tapering off to $30,000 to a maximum of $20,000 tapering off to $40,000. This meant that for someone with an income of $20,000 there would be a full offset, tapering off for single incomes to $40,000-of course, with a two income family that figure would increase. So the person earning some off-farm income who has needed that off-farm income is taken care of under the provision and someone who has a record of farm income for the previous five years can offset the value of the cumulative previous five years farm income against other income.  What has happened is that over years the rorters of the National Party and the Liberal Party have been responsible for breaking up decent pieces of agricultural land into 50 and 100 acre lots. They have been responsible for the speculation in rural properties. The result has been that there has been inflation in land values which has had no correlation whatever to the capacity of that land to produce income. Every Pitt Street farmer who wanted to diminish his income and store up a capital gain was able to do so under this provision. What we say about it is that any farmer who relies solely on farm income will not be affected. ","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/para[2]","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","41","0","Honourable members","N/A","N/A","N/A","N/A","N/A","interjecting-  ","RURAL RECESSION","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[11]/answer/para[4]","N/A","N/A","N/A"
