"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","1","0","0","0","1","0","11","0","Mr PEACOCK","MI4","(Kooyong)","LP","N/A","595","—Despite the fact that the opposition is supporting the Chemical Weapons (Prohibition) Bill 1993 and that my remarks will fit within the bipartisan spirit of supporting such legislation, I just have to say this: the arrogance of this government and its total disdain for this parliament is well summed up by what is happening at this moment. We have just heard the most sanctimonious bloody nonsense from the debt ridden piggery proprietor in regard to a by-election in which his party—","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/talk.start[1]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","12","0","Mr Chynoweth","JF4","N/A","N/A","N/A","N/A","—Get on with the bill.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/interject[1]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","13","0","Mr PEACOCK","MI4","(Kooyong)","LP","N/A","595","—I am getting to get on with the bill. I asked a question—","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/talk.start[2]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","14","0","Mr Chynoweth","JF4","N/A","N/A","N/A","N/A","—Why don't you—","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/interject[2]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","15","0","Mr PEACOCK","MI4","(Kooyong)","LP","N/A","595","—You are such a mug! You come in and out of here like a human hiccup and you will do it again.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/talk.start[3]/para","N/A","N/A","N/A"
"0","0","1","0","0","0","0","1","0","16","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The honourable member for Dunkley might refrain from interjection. The honourable member for Kooyong might also refrain from responding to him.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/interject[3]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","17","0","Mr PEACOCK","MI4","(Kooyong)","LP","N/A","595","—It is the only way in which he can string a few syllables together. It is impossible to get a speech out of him without it being written for him.  Just the other day, first up in question time, I asked a question of the minister responsible for this piece of legislation, the Minister for Development Cooperation and Pacific Island Affairs (Mr Bilney), on Bosnia—a fairly important matter. The minister was not even in the chamber. No explanation was given; he just arrived later. He had a bit of a long lunch, I suspect. Now, when we are dealing with the Chemical Weapons (Prohibition) Bill, to which we are giving our full support, some rambling junior minister wanders into the place and reads a speech that has been previously circulated by the minister responsible in this House. No explanation is given as to why the man who takes the car, the money, the job and the title is not here to introduce the bill or speak to the second reading. It is a touch of disdain. The sanctimonious nonsense with which those opposite go on from time to time about their pride and their precious Labor Party does not fit in with the way they conduct themselves in this parliament. If this legislation is so important—and it is—then the bloke who is paid to look after it ought to be here to explain to the people here and to the nation why the legislation is inherently important and why the government has worked to it. Twice in this week the shamble occurred where the guy responsible could not even be bothered attending the parliament. It is a pity that, when debating a piece of legislation that I regard as fundamentally important—the Chemical Weapons (Prohibition) Bill—the minister who is charged with its responsibility in the parliament could not even get out of bed to be here by 10 o'clock. He could not even get himself into the parliament by 2 o'clock to answer a question on Bosnia. As I said earlier, the coalition fully supports the bill. This bill rightly makes it an offence in Australia to develop, acquire, stockpile, retain, transfer or use chemical weapons, or to assist, encourage or induce any other person to do so. It is a worthy measure. Passage of this legislation will provide a basis for implementation of Australia's obligations under the chemical weapons convention, the first treaty in history to ban an entire category of weapons which surely figure among the most abhorrent and horrific of all weapons of mass destruction. Proliferation of weapons of mass destruction—be they chemical, biological or nuclear—and the missile systems capable of delivering such weapons has been one of the most threatening developments of our age. Unlike nuclear and biological weapons, chemical weapons have actually been used in very recent times. Their mass casualty and disfiguration effects have made them particularly feared, and concerns that any country may have embarked on a chemical weapons program have encouraged others to consider the development of matching deterrent capabilities. The need for a global convention to counter this risk was formally recognised by the United Nations in 1968, but unfortunately negotiations were slowed down by the obvious constraint of the Cold War. The achievement now embodied in this convention gives us renewed hope and reassurance for our future security. The convention had its genesis in the UN conference on disarmament, aiming to improve upon the 1925 Geneva protocol which outlawed the use but not the possession of chemical weapons. The limits and inadequacies of the Geneva protocol were vividly demonstrated by Iraq's use of chemical weapons in the 1980s, both against Iran and its own Kurdish population. The protocol also did nothing to prevent the ongoing stockpiling by the two super powers of tens of thousands of tonnes of nerve gas and mustard gas, nor to prevent the implicit threat of destabilisation that this entailed for international security. There can be no doubt, therefore, that the signing of the chemical weapons convention in January 1993 represented a milestone in global disarmament efforts. It is my hope and the hope of the opposition that, when the convention enters into force, it will be able to oversight eventual complete elimination of chemical weapons. That is our hope. But there are very considerable tasks ahead, including in the lead-up to ratification of the convention and its entry into force. I will return to these issues in a moment. First, the coalition would like to record its recognition of the constructive contribution that the government has made in bringing to fruition the difficult and protracted negotiations towards the convention. I also wish to mention the government's successful efforts to obtain widespread support for the convention within our neighbouring region—in South-East Asia and the Pacific. I would like to lend support to the government's efforts, which I hope are ongoing, to discuss with other signatory countries in the region all aspects of national implementation of these obligations. That is all the more reason why the minister who is answerable in this House ought to be here to hear the opposition say that we agree with what the government has done. In this instance we congratulate the government for the work it has put in to draw the efforts from so many other countries and for the work it is doing in the region, but the minister is not here. The fact is that Australia was at the forefront throughout the negotiations for the convention. It was not just this government that was involved and that is why we should say Australia. This government indicated publicly its determination to work to bring this convention to fruition and for that it is deserving of congratulation. Australia—this government and others—has been at the forefront in debating the issue for many years and now we are at the forefront in debating the issue in the parliament today. The cross-party support that this legislation has received in the parliament means we will be amongst the first of the nations signing to actually ratify the convention. Hopefully, this will set an example throughout the region. I would like to add my voice to those urging our regional neighbours, and indeed all other signatories, to ratify the convention at the earliest possible opportunity. It is also my hope that global disarmament efforts such as the chemical weapons convention can provide an overarching global umbrella under which regional security talks, which are now emerging as a new focus of diplomatic efforts in the Asia-Pacific region, can take firmer root. South-East Asia is currently free of chemical weapons and other weapons of mass destruction. It should remain a key element of Australian foreign policy to keep weapons of mass destruction out of our region. This is essential to maintaining a positive security environment for Australia. In this sense, ratification of the chemical weapons convention by all signatory countries in the region should help clarify and simplify the task of establishing a workable and productive regional security dialogue. I also want to acknowledge the constructive contribution which has been made by the Australian chemical industry. The bill necessarily implies, and provides for explicitly and implicitly, some new controls on, and hence some new inconvenience for, a number of Australian chemical companies. I hope, of course, that the government will be conscious, in implementing the permit system under the legislation, of the need to avoid any unnecessary burden on industry. But the industry itself has been firmly supportive of Australia's participation in the chemical weapons convention and has, I believe, displayed a genuine sense of proper corporate social responsibility. This cooperative stance deserves the full recognition of the parliament. I also note that entry into force of the convention has some potential to bring improved predictability to international trade in chemicals, because obviously the larger the number of ratifying countries, the fewer the prohibitions which will be required on trade with non-signatory countries. The all-embracing nature of the chemical weapons convention has caused it to be described as a `model'. It is, nevertheless, imperfect. It is not my intention to be critical of the convention—I have already indicated the opposition's support for it and my congratulations on the effort that has gone into it on Australia's behalf—but it would be foolhardy not to understand and accept its limitations and to work for improvement. The convention has received widespread support. To date, 154 countries have signed the convention. But some countries have not signed, and some of those countries that have not signed are unlikely to sign. The coalition is especially concerned about the lack of support the convention is receiving from a certain handful of countries which would seem to be among those most likely to be interested in possessing, or which indeed already possess, chemical weapons. About 20 states are believed to possess chemical weapons. Many of them will not sign or ratify the convention. The coalition is concerned that a number of Middle Eastern nations have not signed. The Middle East is the only certain theatre since World War II where chemical weapons have been used. So this omission is obviously unsettling. Diplomatic efforts need to be focused urgently on ensuring a demonstrated commitment to the convention. I emphasise that chemical weapons are not difficult to make, nor are they difficult to hide. Iraq's chemical weapons program, discovered after the Gulf War, demonstrates the ease with which states can develop and, indeed, conceal huge chemical weapons arsenals. Iraq has declared, for example, 140,000 chemical weapons, 600 tonnes of bulk chemical warfare agent and 3,500 tonnes of precursor stock to United Nations inspectors, but it remains unclear whether this represents the total stockpile. Without the cooperation of the country concerned, it will be very difficult to ensure compliance with the convention, whether that country is a signatory or not. There are limits, therefore, to the enforcement of the convention. In my view, one of the major challenges for the international community will be to find new solutions to encourage and enforce compliance by states unwilling to conform with the spirit of this or, indeed, other conventions. I also want to look very briefly at verification. The success of the convention will be determined by the effectiveness and the workability of its inspection and verification regime. The verification provisions are certainly not foolproof. The convention provides for two verification regimes: firstly, a routine monitoring regime involving annual declarations and systematic inspections and, secondly, a challenge inspection regime whereby any state can request an inspection of any facility in any other state. Both regimes are likely to be limited in their effectiveness and dependent, of course, upon state cooperation. The enormity of the problem the world community is now witnessing in North Korea, which is refusing to allow adequate International Atomic Energy Agency inspections of its nuclear facilities, despite the fact that it is a signatory to the Nuclear Non-proliferation Treaty, is a very vivid illustration of the likely difficulties which lie ahead. The coalition has also expressed concern regarding the fact that under article 11 9 (d) chemical riot control agents are not banned by the convention if used for `law enforcement including domestic riot control purposes'. There is clearly some potential ambiguity about the interpretation which may be given to this exception, particularly where domestic minority groups are involved. It is not hard to imagine situations where the distinction between `riot control' and `offensive action' could be very difficult to make. This ambiguity could open up a possible loophole in enforcing the terms of the convention. But I earnestly hope that the spirit of the convention can be interpreted to ensure the proper protection of minority groups vulnerable to human rights abuse. But clearly this could be fraught with danger. The coalition would urge that every effort be made bilaterally and multilaterally to overcome the shortcomings of the convention. Ratification of the convention and its entry into force will clearly not represent an end in itself. There is always that danger after long and protracted negotiations; one gets a warm inner glow and breathes a sigh of relief that one has been able to achieve the convention—and it is a significant achievement. Countries congratulate themselves on the success of their diplomatic efforts and seek to sell their achievement at home and trumpet it abroad. The dangers that still exist are overlooked in the celebratory atmosphere following the signing by so many countries of the convention. The ratification of the convention and its entry into force will not represent an end in itself. The international community will need to make strenuous ongoing efforts to ensure that such weapons are effectively outlawed and eliminated. So we on this side of the House will maintain our long running support for the elimination of these and other weapons, support which was given in government, support which is given in opposition. We are pleased to support the bill which tackles this whole problem of weapons of mass destruction and which is directed towards the elimination of chemical weapons, the Chemical Weapons (Prohibition) Bill.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[2]/talk.start[4]/para","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","18","0","Mr FERGUSON","8T4","(Reid)","ALP","N/A","598","—The signature in January 1993 in Paris of the chemical weapons convention signalled a very important point in a process that, as the honourable member for Kooyong (Mr Peacock) indicated, can be traced to the 1925 Geneva protocol. As he firmly indicated, this country, with the support of the opposition throughout, has played a major role in the convention in later years.  Probably the one thing that intensifies the interest on both sides of the House in this matter is the way in which these chemical weapons are often used against fairly isolated communities in countries that do not have major international media coverage of their internal affairs. I think the honourable member's comments on article 11 9 (d) concerning the possible continued use of these chemicals for riot control within some countries give some indication of our long-term concerns with this matter. He alluded to the role of the Iraqi government in their use against the Kurds and also in the war with Iran. It is quite ironic that last year a BBC program revealed, probably for the first time internationally, the use by the British government of these weapons against the Kurds in what is now northern Iraq early this century. It has been subsequently shown that for quite a period the RAF dropped the precursors of some of the current weapons on Kurdish villages. Possibly there are some indications of that in parts of the hinterland of Afghanistan and Pakistan. We now have 20 countries that have either obtained or are on the verge of obtaining a fair degree of competence in chemical weapons. They can be used and have been used against civilian populations; they are not very discriminatory. I think that is what has intensified the concerns of both sides of politics, and it has also prompted the minor parties to make speeches in the Senate about this matter. By the 31st of last month, 150 countries had signed the convention. But, as has been indicated by a number of speakers, it is ratification that is crucial. There is a firm requirement that 65 countries ratify in the period to July 1994 for the operation of this measure in the real sense so that it can operate by January 1995. I join with the previous speakers in this House and the government, Green and Democrat speakers in the other house in calling on the government to ensure that it does take a series of measures to pressure countries, particularly in our region, to ratify. All of this work which was done for the 1972 convention on the prohibition and development, production and stockpiling of biological and toxin weapons, the 1974 USSR agreement to hold bilateral talks, the 1984 US draft treaty for the systematic on-site inspection of facilities and, of course, the beginning in 1985 of a very real Australian effort on this matter, will be lost if we do not manage to pressure 65 countries to ratify this measure. The Australian effort has been alluded to earlier. There has been a very real effort by representatives of this country at ministerial and departmental levels. There was the beginning of an actual Australian group, the August 1989 regional workshop of South-East Asian and South Pacific nations, and a month later the forum in Canberra which, as a previous speaker indicated, was the beginning of a very real effort to involve the international chemical industry. This effort, of course, was a very important initiative: firstly, it cemented interest in our region; secondly, it got those countries on board to do something—to sign and be part of the effort; and, thirdly, it got the chemical industry for the first time to recognise that it had to take a stand. That was followed very soon after by the first affirmation by the international chemical industry, with its monetary interest in this field, to say, `Yes, something is wrong, we have to take a stand and we have to be socially responsible'. So the Australian effort was important, it has been perceived as such and it is a great credit to this country. There are very significant problems. Some of those relate to monitoring and verification. Equally, there is the problem of destruction. That has been of some interest to the Australian electorate and the Australian parliament because of the scrutiny of the possible impact on the Oceania region of the incineration and destruction of weapons on Johnson Atoll—717 kilometres from Hawaii. Commitments were made—I am not sure what the situation is today—when this matter was on the agenda in Australian politics that the United States, to ensure that pressure was taken off the Johnson Atoll and our region, would construct a significant number of destruction sites within the United States. There are very real problems about the way in which destruction will occur. In the United States there have been changes to the process of dealing with destruction. Quite frankly, the situation in Russia is even more alarming. Up to 1972, the United States resorted to ocean dumping and open pit incinerators. From 1972 to 1976, it reverted to chemical neutralisation, particularly in Colorado, but it was found that a number of ancillary technologies were needed. The one technology could not handle all chemicals, particularly mustard gas. In 1982 the United States started on a process of high temperature incineration. It has to deal with 29 different types of munitions in a three million item inventory. That has led to concerns from a number of environmental organisations and intense division with various states trying to restrict the movement of these items across the United States. A 1988 US army environmental impact statement noted that transportation was `formidable, complex and an uncertain task'. For instance, the site in Kentucky, which includes only 1.6 per cent of the US holdings, would require 1,500 flights from Kentucky to Utah and the construction of four specially designed trains each with 50 cars. As I say, that is to move only 1.6 per cent of the total holdings for destruction. In 1990, Louis Ember outlined the very real problems in destruction when he stated:","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","The US and Soviets are stumbling towards chemical disarmament prodded by deadlines set by national laws and bilateral agreements. Both countries are finding their weapons disposal efforts hampered by capricious technology, uncertain policy and outraged environmentalists.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[11]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","There is a very real debate with groups such as Greenpeace saying that high temperature incineration—the debris, the ash, the outcome—is extremely dangerous. However, large sections of government and the electorate would question whether Greenpeace's analysis is correct. There are very real dangers in holding this material—leakage problems—over the long term. Perhaps the problems were best summarised by the same writer when he stated:","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[12]","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","Environmental groups such as Greenpeace are in a particularly awkward situation. Though they protest that they, too, want deadly weapons destroyed, they fight the only currently practical method for doing this—high temperature incineration. The longer Soviet and US chemical weapons are stored—anywhere—the more likely leaks will occur. And such leaks will have far more damaging consequences to the environment than monitored high temperature incineration.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[13]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","I am not saying that that is the total truth, but it is indicative of the problem. That problem is even more serious in the former Soviet Union where, for the first time, a fairly autocratic governmental structure has had to deal with this novel problem of resident action, environmental groups and public scrutiny. The Chapayevsk institution was sited in an area where there were, within a 100 kilometre circle, 2.5 million people. This led to a 34-day protest. As I say, this was a very novel problem for the government authorities to deal with, to the point where they had to close the institution.  Russia has a very questionable level of technology. Some of the methods that it says it is using are very much questioned by US experts. Admittedly, there has been financial assistance to the Russian government, particularly by the US and Germany, to try to do something about this problem, but some of the proposals to turn these weapons into more environmentally suitable products, such as arsenic that can be used as an alternative, are very much questioned. Russia is going down the chemical neutralisation line, as opposed to America's emphasis on high temperature incineration. But in both countries there is a very real worry that, whilst we might get rid of the chemical weapons problem, the process of destruction could be very dangerous to civilian populations. There has also been a very real debate with the military/industrial complex questioning how fast it should go down this road. We have seen over the last year or so the continued authority of that kind of complex within that political system. These are matters that we should monitor. Australia should be prepared to assist those countries that do not have the expertise or the financial means to enforce the provisions that are required. I think that is something that should be borne in mind. That point was summarised by Amy Smithson in the Bulletin of Atomic Scientists . She stated:","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[14]","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","Russia's current paralysis must not become an excuse for any state to delay ratification and implementation of the Chemical Weapons Convention.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[18]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","A number of problems have been indicated by a variety of speakers. I think we have to be realistic and say that, unlike in other treaties of this sort, there are no first- and second-class international citizens. It applies to those that currently have possession of, those that are developing and those that have given no thought whatsoever to going down the road of chemical weapons. So it is novel in that way. It is a worthwhile initiative. For all of the very correct criticisms, I think we again have to acknowledge that it is a very worthwhile measure in which Australia has taken a very strong lead.  We are talking about a number of difficulties, most particularly the question of challenge inspections. There has been a lessening of determination because of negotiations between major powers and there has been a lessening of the degree to which those requesting inspections can really come down with a hammer on the country they seek access to. There has been an increase in the amount of notice required, which gives an advantage to the country that could be trying to protect its sites. There has also been a weakening of the negotiation process so that individual sites, factories or institutions can be divided up and the country in which they exist can say, `You can only look at this section over here'. Those kinds of negotiations decrease the power of monitoring and international surveillance. For all the criticisms, for all the concerns and for all the areas in which we must continue to press for improvements, the situation is best summarised by Jay Brin in the April 1993 Technology Review . The article states:","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[19]","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","18","0","Mr FERGUSON","8T4","N/A","N/A","N/A","N/A","On balance the CWC may give too much control to the inspected party, who is under no legal obligation to cooperate fully. . . the protection of military secrets ultimately took precedence over the effectiveness of verification. Even with its imperfect verification procedures, the CWC will deter illicit production. . . By cutting off the easiest proliferation pathways, the treaty will drive up the financial and political costs of producing chemical weapons. . . It will . . . be necessary to bolster the Biological and Toxic Weapons Convention of 1972, which lacks formal verification provisions such as mandatory declarations and on-site inspections.","N/A","CHEMICAL WEAPONS (PROHIBITION) BILL 1993","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/speech[3]/para[23]","N/A","N/A","N/A"
