"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","stage_direction_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","1","0","0","0","0","0","1","0","48","0","Mr COSTELLO","CT4","Higgins","LP","N/A","439","—The government is committed to reducing Commonwealth debt. Commonwealth debt tripled over the last four years under the maladministration of the negligent and failed Labor administration. Mr Speaker, you would be aware that that was notwithstanding a government which was committed vigorously to privatisation. The Labor government was committed to the privatisation of the Commonwealth Bank. The Labor government was committed to the privatisation of Australian Airlines. It was committed to the privatisation of Qantas. It was committed to the privatisation of the balance of the Commonwealth Bank of Australia.  Despite all of those privatisations, not $1 of the proceeds of those asset sales was used to retire debt. At the time that the Labor government were flogging off national assets, they were tripling Commonwealth debt. This was a government which had no responsibility in relation to the national assets that the people of Australia had built up. As a result, there are people in Australia who think that asset sales have been given a bad name. Indeed, they were given a bad name. That is where the coalition government stands entirely differently. We have made it clear that, in relation to the part privatisation of Telstra, the overwhelming amount of the money from the sale will be used to retire Commonwealth debt. Out of $8 billion, $7 billion will be used to retire Commonwealth debt. The balance is to be put into a trust fund for capital works in relation to the environment in perpetuity. This coalition government has the most fantastic program for rebuilding Australias environment that has ever been announced—and it is fully funded. What the coalition government proposes to do is to take part of the proceeds from selling part of a national asset and use it to rebuild Australias greatest capital heritage—our environment. Yet the Labor Party would put phones in front of trees. That is your policy. It is more important for the government to own phones than it is to rebuild the environment. ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/talk.start[1]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","50","0","Mr Kelvin Thomson","UK6","N/A","N/A","N/A","N/A","—Mr Speaker, I raise a point of order. I draw your attention to standing order 82, which refers to members anticipating debate, and I draw your attention to item 1 on the Notice Paper today—the Telstra (Dilution of Public Ownership) Bill. I ask whether the member is infringing the rule of anticipation.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[1]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","52","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—There is no point of order.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[2]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","54","0","Mr COSTELLO","CT4","Higgins","LP","N/A","439","—I point out that the principle of using assets to develop heritage is a well recognised principle. It is recognised, as the Prime Minister said, by the only remaining Labor government in Australia—the Carr government. As the Prime Minister said, in relation to the Carr government—  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/talk.start[2]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","56","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—Mr Speaker, further to the point of order that has been made, the other day when I raised this point of order you ruled it out because the matter was a notice of motion. Clearly this is an order of the day. The legislation has been introduced and the second reading speech made. It is clearly going to be debated today. Standing order 82 is quite specific that ministers cannot anticipate debate. What the Treasurer is doing is anticipating the debate. I urge you to rule his answer out of order.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[3]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","58","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—There is no point of order.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[4]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","60","0","Mr COSTELLO","CT4","Higgins","LP","N/A","439","—I am actually talking about funding here—  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/talk.start[3]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","62","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—Mr Speaker—  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[5]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","64","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—We debated this the other day. Resume your seat.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[6]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","66","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—Mr Speaker—  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[7]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","68","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Is this a different point of order?  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[8]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","70","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—With the greatest of respect, I seek an explanation as to why you have given that ruling. I think we are entitled to know—  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[9]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","72","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—There is no point of order. Resume your seat.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[10]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","74","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—If the standing order is as specific as it is, we are entitled to know.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[11]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","76","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Resume your seat.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[12]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","78","0","Mr COSTELLO","CT4","Higgins","LP","N/A","439","—As I was explaining, in relation to funding heritage works, the Carr government has taken a brave position—a position which endorses the federal coalition government. Around Australia at the moment, there are five coalition state governments, two coalition territory governments, and one Labor state government—which happens to agree with us. That leaves a remnant in the federal Labor Party which opposes the use of the proceeds of asset sales for capital funds to rebuild heritage in perpetuity.  As the Prime Minister said, the $30 million heritage fund proposed by the Carr government is a proposal to put aside assets and to use interest from those assets for heritage. We could not have put it better ourselves, except in the way we did in our own environment package. That package made it clear that the proper way to deal with asset sales was to repay debt and to set up capital funds. This package presents an opportunity to put something aside for rebuilding our greatest capital asset—the environment—in perpetuity. It is an opportunity which this coalition government stands committed to make good on and it is an opportunity which only one party in Australia would try and defeat—the Labor Party. They would do so not out of any principle. They would not do so because they dont believe in privatisation. They do believe in it. They believe in privatising airlines and in privatising banks. They stand for privatising everything. There is no reason why you could possibly stand against privatising telephones, except that you dont regard the environment as important as this side of the House does. This side of the House considers the environment to be important. This side of the House will make sure it comes to fruition. ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/talk.start[4]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","80","0","Mr OKeefe","CE4","N/A","N/A","N/A","N/A","—Sit down before I take a point of order on you.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[13]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","82","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Resume your seat.  ","Commonwealth Debt","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[6]/answer/interject[14]/talk.start/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","84","0","Mr ROCHER","ZI4","Curtin","IND","N/A","440","—Has the Minister for Industry, Science and Tourism been advised of any rorting of the system which allows access to tax concessions by approved syndicates for research and development projects? If so, how was the rorting able to occur, given the approval and registration processes in place? If not, why have administrative barriers been erected by AusIndustry which defer and unreasonably delay approval or registration of applications? Is a figure of $1.30 cost to revenue for every $1 spent on research and development accurate across the board; or does that figure apply only to research and development by tax exempt research bodies?  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","86","0","Mr MOORE","EI4","Ryan","LP","N/A","440","—I am very grateful to the member for Curtin for raising this matter.  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/talk.start[1]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","88","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—Are you going to give him an answer?  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/interject[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","90","0","Mr MOORE","EI4","Ryan","LP","N/A","440","—Well, you dont usually put up questions that are worth answering.  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/talk.start[2]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","92","0","Mr SPEAKER","10000","N/A","N/A","N/A","N/A","—Order! The minister will address the question.  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/interject[2]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","94","0","Opposition members","N/A","N/A","N/A","N/A","N/A","Opposition members interjecting —  ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/interject[2]/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","96","0","Mr MOORE","EI4","Ryan","LP","N/A","440","—You have got 300 days for three years, so get used to it. You have a long time to go. The honourable member for Curtin has raised a very important issue. Syndicated R&D was one of the areas that the former government allowed some time ago to be brought up. It is very important to Australia that we encourage companies to get into R&D. The contribution made by the former government towards R&D has been significant, but the contribution made by proprietary companies in the whole has not been so significant. The programs that have been set up to encourage R&D have been taken up in some part.  However, I have to say that the government which departed had not bothered to attend to the very tricky problems that are currently occurring within the R&D area. There are a number of applications currently there which are being processed by the board which do raise some questions as to their validity. It is unfortunate that the previous government did not bother to process them and just left them there to be considered. It is a very sizeable problem. However, this government is pressing on with it and we will resolve the matter in due course. ","Taxation: Research and Development","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[7]/answer/talk.start[3]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","98","0","Mr CAUSLEY","4K6","Page","NP","N/A","441","—Is the Prime Minister aware of the very severe flooding that is occurring in southern Queensland and northern New South Wales? Is the Prime Minister also aware that evacuations are presently occurring at Grafton and Maclean on the Clarence River, where a near record flood is occurring? Can the Prime Minister inform the House of the role that the defence forces and equipment can play in providing assistance?  ","Floods","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/question/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","100","0","Mr HOWARD","ZD4","Bennelong","LP","N/A","441","—I certainly am aware of the severe flooding. I think all honourable members will be particularly conscious of the impact that it is having on people in both Queensland and New South Wales. I invite my colleague the Minister for Defence to supplement the answer in relation to the role of the defence forces.  ","Floods","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer[1]/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","102","0","Mr McLACHLAN","HT4","Barker","LP","N/A","441","—I thank the member for Page for his question. I am sure that all members of the House would like to know what the arrangements are in regard to these floods and express their sympathy for the people involved. Having been there at the weekend for the Amberley air show—  ","Floods","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer[2]/talk.start[1]/para","N/A","N/A"
"0","0","1","0","0","0","0","1","0","104","0","Mr Crean","DT4","N/A","N/A","N/A","N/A","—By helicopter.  ","Floods","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer[2]/interject/talk.start/para","N/A","N/A"
"0","1","0","0","0","0","0","1","0","106","0","Mr McLACHLAN","HT4","Barker","LP","N/A","441","—I am sure you think this is very serious. I would be very careful about expenses if I were you. In these arrangements, requests come from the State Emergency Service in Queensland to Emergency Management Australia, which is the defence agency which brings the ADF into such emergencies. On the recommendation of the EMA last Sunday, I approved the use of two Iroquois helicopters and one Kiowa, which is a light observation helicopter, from the Army School at Oakey. The report said that there was potential for 100 people to have to be moved out of the Lockyer Valley. In the end the crisis diminished somewhat and two of those helicopters went home.  My information this morning is that the flood situation there has stabilised but the Iroquois is still there. It has made a medical evacuation, a number of emergency food drops, and medical supply drops, and it has been dropping in line crews to fix the power supply. This morning I was alerted by the Queensland SES in Dalby that it might require the use of a helicopter for food supplies to the Tara community. That has since been undertaken by the SES helicopter. The latest message is that we have had a request from Lismore for a Unimog, a high clearance vehicle which can operate in flood conditions, to be on stand&hyphen;by. That will remain on stand&hyphen;by. I will make sure that the House is brought up to date of any further circumstances that require our help. ","Floods","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[8]/answer[2]/talk.start[2]/para","N/A","N/A"
"1","0","0","0","0","0","0","1","0","108","0","Mrs CROSIO","7T4","Prospect","ALP","N/A","441","—I address my question to the Minister for Family Services. The Minister has stated that she is aware of the Prime Ministers absolute commitment to honour his election promises ahead of any budget balancing. I would like to remind her of the coalitions child&hyphen;care policy document promise which states:  ","Child Care","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/question/talk.start/para","N/A","N/A"
"1","0","0","0","0","1","0","1","0","110","0","N/A","N/A","N/A","N/A","N/A","N/A","An expansion in this sector of more than 85,000 places in long day care (and) . . . an additional 12,000 places in family day care over the next five years.  ","Child Care","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/question/para[1]","N/A","N/A"
"1","0","0","0","0","0","0","1","0","111","0","N/A","N/A","N/A","N/A","N/A","N/A","Will you now give an absolute guarantee that this promise will be met?  ","Child Care","QUESTIONS WITHOUT NOTICE","/html/body/hansard/chamber.xscript/qwn/question.block[9]/question/para[2]","N/A","N/A"
