"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","This simple, factual account of John Knights career, whilst showing his significant work, inadequately depicts his contribution to life in the Australian Capital Territory and to the Parliament itself and the rich promise of his life for the future. There is no doubt that John Knight would have had a significant career in the Senate, over a long period, had he been allowed a normal term of life. He not only represented the people of the Australian Capital Territory well but also had a broad interest in all our national and international affairs. He was a contributor, a thinker. He was concerned. I am sure that his colleagues on both sides of the Parliament, in both Houses, will miss him for this. We will all miss him for the kind of person that he was. I believe that we all admired and valued his personal qualities.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[1]/para[4]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","But whatever the loss to the Senate, to the Parliament and to the Australian Capital Territory might be, at this time we are all thinking much more of his wife Karla and of his children. We are all deeply conscious of their tragedy in losing a husband and a father so young and with so much promise for the future. The real tragedy and the deepest loss is theirs. It is one that we in this Parliament have little power to redress. All that we can do is hope that our recognition of the quality and promise of John Knights life will provide some comfort at this tragic time. The tragedy of John Knights death has been compounded by the death of his father only last Sunday. To Karla, who gave John tremendous love and support, and to his children and family, we extend our deepest sympathy and only wish that there was more that we could do to help at this time.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[1]/para[5]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr HAYDEN","RK4","(Oxley","ALP","Leader of the Opposition)","403","—Senator Knights sudden collapse and death comes as a great shock to us all. He was a young man who was only at the start of what promised to be a considerable future in this Parliament. The death of his father over the weekend adds to the tragedy for his wife Karla, his two children and his mother, to whom I extend the deepest sympathies of the Federal Opposition. Although a young man, John Knight had already achieved much in this Parliament. He was an active and thoughtful member of the Senate Foreign Affairs and Defence Committee, to whose deliberations he brought the benefit of his professional experience as a diplomat in India, Fiji and Saudi Arabia. He showed a level of understanding of the real complexities of the international scene that added considerably to a Government foreign policy that is quite apparently in search of refinement and sophistication.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","He was most involved, of course, in policy matters relating to the Australian Capital Territory. The people of the Territory can be proud that he was one of the first two senators to represent them in this Parliament. He worked unceasingly on their behalf. He showed considerable courage in resisting, as best he could, the steady hostility of many with whom he was required to associate towards the Public Service and Canberra generally. It was clearly frustrating for him, as Chairman of the Joint Parliamentary Committee on the Australian Capital Territory since 1976, to witness the setbacks Canberra suffered, but he did what he could to soften the blows. The people of Canberra understood his predicament and he was a widely respected and very popular representative of the people. We on this side of the House also found him a good parliamentary colleaguethoughtful, moderate and hard working and a man of unquestioned integrity. Despite our obvious disagreements, John Knight had many friends in our party who deeply regret his untimely death.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[2]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr ANTHONY","BU4","(Richmond","NCP","Minister for Trade and Resources)","404","—Mr Speaker, I would like to associate the members of the National Country Party with the condolence motion moved by the Prime Minister (Mr Malcolm Fraser) for the late Senator John Knight. I speak in deeplyfelt support for the motion. John Knight was a man I liked and deeply admired. He will be missed. His death is a personal blow to me and my wife, to his parliamentary colleagues and to the many people of Canberra who knew and respected him. More than that, I believe it is a blow for the national capital. As a senator for the Australian Capital Territory from 1975 he became deeply involved with the concerns of its people. His drive and determination, coupled with a real and obvious conviction and concern, enabled him to give the people of the Australian Capital Territory a rare representation in this Parliament. That achievement has been recognised, I believe, by the bipartisan tributes that have been made to him. His death at the age of 37 years is a tragically early end to a career of major achievement and even more significant promise.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","John Knight joined the Department of Foreign Affairs in 1965 and served Australia in a number of overseas postings. Many honourable members came to know him well, sir, when he was your senior private secretary during the period for which the present Government parties were in Opposition. His work in the Senate following his election in 1975 was recognised with his appointment as a member of the Senate Standing Committee on Foreign Affairs and Defence and as Chairman of the Parliamentary Joint Committee on the Australian Capital Territory. In 1978 he was appointed Deputy Government Whip in the Senate, and last year he became Whip. He approached all of these positions with the same energy and drive as he gave to his representation of the people of the Australian Capital Territory. He gave distinguished service to the Australian Capital Territory, to the Government, to the Senate and to this Parliament.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[3]/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","This is the second time in a fortnight that we have mourned the sudden and early death of one of our parliamentary colleagues. It is a bitter reminder of the pressures to which many parliamentarians are subject and the toll this takes on their lives. I am deeply saddened for his wife, Karla, and their two young boys. Their suffering is all the greater because of the death only a few days earlier of Johns father. I extend my sympathy and that of my party to all the members of his family.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[3]/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Sir PHILLIP LYNCH","YI7","(Flinders","LP","Minister for Industry and Commerce)","404","—It is with considerable sadness that I rise to support the condolence motion moved by the Prime Minister (Mr Malcolm Fraser) on the passing of our friend John Knight. It was Ecclesiastes who said that the greatest gift any man can give to the community in which he lives and works is the best that is in him. It will be said of John Knight that at all times he did indeed give of his bestin his family life, in the diverse round of activities in which he was involved in the Australian Capital Territory, in his representation of that Territory and, of course, in his very significant and strong commitment to liberalism and to Australia.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","John died at an early age and his tragic passing has all the more impact on us here because of that. My sympathies are extended to his wife, Karla, and his family. As the Prime Minister and the Deputy Prime Minister (Mr Anthony) have made clear, prior to entering Parliament John had a distinguished career in the diplomatic corps. He served in India, Fiji and Saudi Arabia. Of course, he had established himself as a very distinguished senatorial representative of the Australian Capital Territory and at the time of his tragic death was Government Whip in the Senate. John had many friends on both sides of this House and the Senate, and today those friends certainly will mourn his tragic passing.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[4]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr FRY","GB7","(Fraser)","ALP","N/A","405","—I am terribly saddened by the tragedy of the passing of Senator John Knight. It is a tragedy for the Parliament and, of course, for his wife Karla and his two young children. As we shared the same constituency, my wife and I shared many happy occasions with John Knight and his wife. We came to know them very well indeed and to have a very high personal regard for him and his family. We had a fairly nonpartisan approach in sharing the same constituency. Although at election times we may have expressed different philosophies, in our day to day work our approach was very nonpartisan. It was easy to be nonpartisan because John Knight was that sort of person. I think it is significant that during election campaigns many people who supported my election to this House also supported John Knight in the Senate election and, of course, vice versa.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[5]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","I regarded him as one of the most competent young members of the Parliament. He had a brilliant career ahead of him, which has now been cut short so tragically. He was extremely popular in the electorate. One of the things I admired about him was that he had a very good sense of history not only in relation to the Australian Capital Territory but also in regard to the world generally. He had a very well informed view of the world which made his opinion very valuable in foreign affairs and foreign policy matters. Despite that, he still had a very close touch with his electorate and he had a very warm regard for all disadvantaged people in his electorate. He was able to identify with them and, of course, the electorate responded at election time to demonstrate that.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[5]/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","One of the areas in which John Knight will be most greatly missed is in the work done by the Joint Parliamentary Committee on the Australian Capital Territory. In the short time that he served on that Committee it covered a great deal of work and did it extremely well under his leadership. I refer to the very valuable reports brought down concerning waste disposal in Canberra, the environmental study of Ginninderra Creek, a very productive and lengthy report on planning in the Australian Capital Territory, which has been acted upon to some extent by the Government, and more recently a report on tourism. A reference on energy in the Australian Capital Territory is almost complete and we are just about to start one on the Murrumbidgee River. The Committee got through a tremendous amount of work under Johns leadership and it will be very difficult to replace his contribution to that Committee. I know that that contribution was valued not only by the Parliament, because he had a great regard for Canberra as the national capital, but also by the people of Canberra. My wife and I feel a great personal loss in the passing of Senator John Knight, and I join with everybody else in expressing our very deepest sympathy indeed to his wife and his family.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[5]/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr HODGMAN","BV4","(Denison","LP","Minister for the Capital Territory)","405","—Today is a sad day for Australia but it is a black day for Canberra, the national capital. John Knight was my friend and colleague. We were elected to this Parliament on the very same day. He achieved the historic distinction of being one of the first two elected senators to represent the Australian Capital Territory. He very quickly demonstrated his outstanding abilities and unbounded energy, and he greatly enriched the national Parliament with his presence. He was a dedicated worker, totally committed to Australia and its national capital, which he loved so much and served so well. He was a dynamic and progressive thinker. Above all, he was a man who demonstrated by his very actions that he cared for people; that he was concerned with their problems; and that he had determined that he would be tireless in his parliamentary representations on their behalf.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Over the ensuing five years, I got to know him well and our friendship developed. It is principally the last four months about which I wish to speak today. I refer to the special relationship which developed between John Knight and myself. Literally within minutes of the announcement of my appointment as Minister for the Capital Territory, he offered me his warm congratulations and his wholehearted support for me in the performance of my ministerial duties. Since that day, it would be fair to say that, in every sense, he has been my right hand man, my principal adviser and counsel. For that reason above all on this sad day I feel his loss most personally.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Scarcely a day has passed since 2 November last year when his presence and involvement in the Australian Capital Territory, its people and its aspirations have not been brought home to me very forcibly. He was in every sense and in every way a great champion of the national capital. Our many discussions over the past four months on hundreds of representations confirmed his sincerity and his commitment to those who had elected him to represent them in this Parliament. I know I express the views of my predecessor, the Honourable Mr Justice Ellicott, when I say that John Knight was a man truly fitted to represent the national capital in the nations Parliament.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","In a host of outstanding achievements, there is perhaps no greater measure of John Knights service to the nation than his distinguished chairmanship of the Joint Parliamentary Committee on the Australian Capital Territory. He was appointed Chairman on 6 April 1976, just a few months after his election to Parliament. That Committee, under his guidance, gained recognition and status and deliberated upon many matters of major importance in the future development of this great city, the national capital. It is a lasting memorial to John Knights outstanding service in this area that so many of the recommendations of that Committee have already been implemented, while others are still in the pipeline.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[3]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Senator John Knight achieved greatness at the comparatively young age of 37. His tragic and untimely death is a blow to Australia and a loss of enormous proportions to the national capital. Today Canberra is a city in mourning, a community bonded in sorrow mingled with pride that its citizens were privileged to know him, to admire him and to love him. To Karla, to Jason who shares my birthday, and to Joshua go our deepest sympathy and compassion. I believe the immortal words of William Shakespeare are appropriate on this occasion. I conclude my tribute to our friend and colleague by daring to assert:","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[4]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A",". . . and the elements","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[5]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","So mixed in him that Nature might stand up,","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[6]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","And say to all the world, This was a man!","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[6]/para[7]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mrs KELLY","OH4","(Canberra)","ALP","N/A","406","—Today the people of the Australian Capital Territory are experiencing a great tragedy and loss. We have lost our first senator, our loyal and effective spokesman and representative and our friend. John was a very special politician. He had great empathy with his electorate. The people of Canberra loved him. During the six years in which he represented this Territory, I never heard a critical word spoken about John personally. Sure, one criticised his politics, but never John the man. He was always referred to as a good bloke with common sense, a caring person, a mate. We are a small community in Canberra. Our senators have the same demand on them electorally as the members of the House of Representatives. Our electors expect a great deal from their representatives. John gained their respect. He dedicated much of his life to his constituents.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[7]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","John was a man who will be remembered as a humane, caring person, a man of integrity and a man of great potential. He had a promising future in this Parliament. It is our loss that so much potential will never be realised. John was a family man. Karla and his sons were the foundation of his life. They attended many community activities as a family. Our sympathies and prayers are with Karla, Jason and Joshua and with Johns mother, who has suffered an additional tragedy with the death of Johns father. Johns memory will be preserved in Canberra by all those who have known him.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[7]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr PEACOCK","MI4","(Kooyong","LP","Minister for Industrial Relations)","406","—I wish to add a few words to the motion moved by the Prime Minister (Mr Malcolm Fraser). I think the feelings expressed by honourable members on both sides of the House encapsulate the feeling that most of us experienced when we learned of John Knights heart attack and subsequent death. Perhaps it affected you, Mr Speaker, more than it affected anyone else in this House. Those of us who worked so closely with John Knight over a length of time came to admire him perhaps more than we admire many others not just in the Parliament but in the nation. He was an outstanding figure. That is a strong statement, but I make it quite deliberately.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[8]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","I was fortunate to work with John Knight in the days when we were in Opposition and he was on your staff, Mr Speaker. His invaluable advice to me on matters of foreign policy contributed so markedly to the formulation of the then Oppositions aproach to foreign policy, an approach which was later transmitted into government. He was, as the Prime Minister said, a contributor and a thinker. He contributed constantly. He had so much to give. His death is unquestionably a tragedy. He was a compassionate man, he was an active man, he was an humane man and he was a friend of all of us in this Parliament who knew him. For John the seemingly endless adventure is in fact over. It has ended so abruptly and so harshly that we can only give our deepest sympathy to Karla and her family.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[8]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr COHEN","NF4","(Robertson)","ALP","N/A","406","—John Knight was a friend of mine. We met almost every Wednesday on the squash court. We played last week and we were to play today. Although I did not know a great deal about what he was doing politically because we were members of different Houses, I did get to know John very well over the past two or three years. We had a very good relationship. We were keen and competitive. He played sport in the very best traditions. We always had a good match, a hard match, but he was always a great sportsman.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[9]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","When I received a telephone call from the SerjeantatArms on Saturday night telling me of Johns heart attack, I found it almost impossible to believe that a man who was apparently fit and healthy and who was as involved in sport as John had been could be struck down like this. The only time that John was not able to play sport was when his parliamentary duties kept him busy. I think it was a measure of the man that he put his duties first and his sport and relaxation second. He was a fine man, a great contributor to this Parliament and anyone who had had anything to do with him would say he was a firstclass human being.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[9]/para[1]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Only a few months ago we discussed how fortunate it was that in the 12 years I had been in this place it was rare for a sitting member to pass away. However, in a matter of weeks, we have lost two people, both of them young people. John Knight was particularly young. The real tragedy is that someone who was 37 years of age should be taken from us. His death will awaken many of us to the tensions that we are all under. I cannot see any other reason for his death. John, like Eric Robinson, was a man of moderate habits. I hope there will be some easing of the pressure on politicians. If there is not, I fear that there will be more of these tragedies. I would like to say how sorry I am at Johns passing and to convey my sympathy to his wife Karla and her family.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[9]/para[2]","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr SAINSBURY","8Q7","(EdenMonaro)","LP","N/A","407","—It was a great shock to me to hear on Saturday evening of John Knights collapse in my electorate and an even greater shock to hear this morning of his subsequent death. John was particularly close to me both geographically and in spirit. He was one of those young men whom so many of us looked up to, a man whom Australians would like to emulate. John was a man of action. He was a man who could think but, above all, he was a man who was prepared to put more into his community than he wanted to take out. I have had a very close political association with him in the past three years or so through a number of activities relating to my adjoining electorate. I well remember the support he was able to give me in looking at the neighbouring city of Queanbeyan, not just as a city which provides factory fodder for Canberra but as a city which is now being recognised as part of the area. With Johns help, the help of Bob Ellicott and, more recently, the help of Michael Hodgman, I was able to begin to achieve something in that direction.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[10]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","John was very popular in my electorate and often visited the region. On a number of occasions he was kind enough to fill in for me when I was not able to attend functions, as often happens in a very large electorate. He was a man of great balance. He and his wife Karla performed a very good function in pulling politicians and their wives closer together when they came to Canberra. In that context Karla has also been a tremendously important person to us. I would like to add my thoughts and prayers to those I have heard expressed to Karla, Jason and Joshua and also, of course, Mrs Knight senior on this very sad occasion.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[10]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr MACPHEE","6I4","(Balaclava","LP","Minister for Immigration and Ethnic Affairs)","407","—I have not spoken previously on a condolence motion. I wish to do so briefly today. John and I were students together at the East West Centre in 1968 and we were both in the same discipline. We became very firm friends. I remember quite clearly the sense of sadness which we felt when John drove me to the airport when it was my turn to come home. He was then respected and greatly liked, possessing all of the qualities to which other speakers have attested. I first met Karla then. My wife Julie and I extend to Karla and the boys our very deep commiserations.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[11]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr CONNOLLY","QF4","(Bradfield)","LP","N/A","407","—I wish to be associated with this motion of condolence. I probably knew John Knight longer than most members in this chamber. In 1965 we both joined the Department of Foreign Affairs as cadet diplomats. We had similar careers in terms of postings in which we served. Throughout all those years he was without doubt one of the most outstanding of the group of people recruited during that period. I have no doubt that had he remained in the service he would have been one of the youngest heads of mission that Australia has produced to date. Nevertheless, Mr Speaker, he chose another route as you are aware. He served on your staff. He helped tremendously in our days in Opposition when we developed together foreign policy matters in particular. In fact, he was one of those very rare people able to generate not only a tremendous intellectual capacity but in addition he was a great doer. In every sphere of activity, whether it was sport, his ordinary political activities in the Australian Capital Territory, or his work within the Parliament, he demonstrated a total commitment to life and a total commitment to the objectives before him. He respected the views of others but equally he expected them to respect his views. He achieved in the chamber in which he served so well an undoubted standing which very few people have been able to achieve. Undoubtedly, Canberra has lost a great representative. The Senate has lost a strong advocate and many of us have lost a very dear friend.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[12]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr MacKENZIE","BJ7","(Calare)","NCP","N/A","408","—I first knew John Knight when we attended the University of New England together. It is sad that on this occasion all but one of the speakers who have so far contributed to this condolence motion are older than John Knight. It is also sad to know that he is the youngest senator to die in office, if not the youngest member of Parliament. He did his job extremely well. Those people who endeavour to do their jobs well suffer a tremendous amount of stress and that dedication eventually tells on them. I remember in particular that John used to take very seriously every issue that came before him as senator for the Australian Capital Territory. I admired him on one occasion when he rang me relatively late at night with a problem regarding one of my constituents which most people would have regarded as being relatively minor. Yet he took it upon himself to contact me so that we could solve this problem as soon as possible. I also went to Japan and China with John in 1977. It was on those visits during difficult circumstances that I realised his tremendous capacities for diplomacy, good common sense, humour and a high degree of tolerance of the idiosyncrasies of his fellow travellers.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[13]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","N/A","N/A","N/A","N/A","N/A","N/A","Whatever John did he did well. He did it with his full resources of energy and intellectual capabilities. He had very high standards of integrity and service and regrettably perhaps these standards of hard work and service may have contributed to his early and untimely death. My sympathy and I would also add, the sympathies of our mutual colleagues from the University of New England, go to Karla and her two boys. I trust that these thoughts and the words spoken in this chamber from both sides may be of some comfort to her at the present time.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[13]/para","N/A","N/A"
"0","0","0","1","0","0","0","1","0","Mr DEAN","B87","(Herbert)","LP","N/A","408","—It is not easy in this place to form close friendships, such are the varied demands placed upon us. It is certainly true that it is mainly through committee work that we get some added opportunities of forming friendships, of getting to know people and of understanding some of the work that they do. I joined the Joint Parliamentary Committee on the Australian Capital Territory in 1978 and so for three years I had the enjoyable opportunity of getting to know John both as a friend and as a colleague possessed of considerable skill and ability. All of us on that Committee will miss him very much indeed. His very many fine qualities have been put on record today. I thoroughly endorse what has been said and embrace the sentiments that have been expressed. I simply add that I liked John enormously. I am greatly saddened by his death. My very deepest and heartfelt sympathy goes out to Karla and to their children and also to the other members of his family.","N/A","DEATH OF SENATOR JOHN WILLIAM KNIGHT","/html/body/hansard/chamber.xscript/debate[3]/speech[14]/talk.start/para","N/A","N/A"
