"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","1","0","0","1","MENZIES, Robert","N76","Kooyong","UAP","Prime Minister","30",". - It is with regret that I inform honorable members that the Honorable William Henry : Wilks, a former member of this chamber, died in Melbourne on the 5th February last.Mr. Wilks enjoyed the distinction of being a member of the first Commonwealth Parliament. He was elected to represent the Division of Dalley in 1901, and held that seat until the general elections of 1910, When he was defeated. Prior to entering the Commonwealth Parliament, he had been a member of the Legislative Assembly of New South Wales for a period of seven years, so that in total he had a very long and an extremely useful public career. His Commonwealth parliamentary service included the occupancy of the position of Government Whip in 1904-5, of Chairmanship of Committees in 1905-7, and of Chairmanship on the Royal Commission oh Postal Services in 1908.Many years have passed since the late Mr. Wilks held a seat in this Parliament ; therefore, he may be personally unknown to a large number of honorable members. I, of course, did not know him in his capacity as a member of this Parliament, but I had the advantage of some personal acquaintance with him a number of years ago, and I am quite sure that I speak on behalf of all honorable members when I say that very great regret will be felt on both sides of the House at the passing of a man who, for a long period of years, rendered noted service to the State of New South Wales in the Parliament of that State and te the people of Australia in this Commonwealth Parliament. I recall a remark made by the Leader of the Opposition (Mr. Curtin) on the occasion of a similar motion last year, when he drew attention to the very special place that was occupied in the parliamentary history of Australia by those who were members of the first Commonwealth Parliament. They were, so to speak, pioneers of the parliamentary institution of the Commonwealth at that time - a. new Commonwealth, with a form that was little understood, and a future that was necessarily hidden. We have great reason to be grateful to the men who worked in this Parliament in its early and formative years. Accordingly, I am quite sure that there will be special regret at the passing of yet one more of those men who held membership of the first Commonwealth Parliament. I desire, on behalf of the Government and of Parliament, to extend our very deep sympathy to the widow and family of the late Mr. Wilks in their bereavement. I move -Unit this House records its sincere regret at the death of the Honorable William Henry Wilks, a former member of the House of Representatives for the Division of Dalley and a member of the First Commonwealth Parliament, places on record its appreciation of his meritorious public service, and tenders its deep sympathy to his widow and family in their bereavement.","N/A","DEATH OF THE HONORABLE W. H. WILKS","/hansard/chamber.xscript/debate[7]/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CURTIN, John","009FQ","Fremantle","N/A","Leader of the Opposition","31",". - I beg to second the motion. Like the right honorable the Prime Minister (Mr. Menzies), I had no personal association with the late Mr. Wilks; but all of us in this place are sufficiently well informed regarding the history of the federation to know that a man who, in the first decade of its existence, shared the tremendously difficult task of piloting this Commonwealth through its infant years, was one who not only had a great and an exceedingly important trusteeship for the future of Australia, but also, by reason of his previous membership of the Parliament of New South Wales, and his successive re-elections to this Parliament, must have won a very high place in the. regard of his contemporaries, lt is, I believe, true, that all of the members of the First Commonwealth Parliament, apart from the privilege that they had of being the first members of this National Parliament, were in themselves men of very great capacity. Most of them had served in the Parliaments of the States, and some of them will, I think, remain for all time imperishable figures in our national history. Although every member of the Parliament could not occupy a place in the Government, I think that it must be true that there was a large number of them who were none the less of very great value to the public life and the public service of the day. So far as my reading enables me to form an opinion, I should say that the late Mr. Wilks was far from being the least of those men. Even to be the humblest in such a distinguished gallery was indeed to be a very important figure. I pay tribute to the late honorable gentlemans work, and on behalf of my colleagues and myself offer sympathy to his bereaved family.","N/A","DEATH OF THE HONORABLE W. H. WILKS","/hansard/chamber.xscript/debate[7]/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","Barker","CP","Minister for Commerce","31","- I desire to associate the Country party with all that has been said concerning the late Mr. Wilks, and on behalf of that party extend sympathy to those who have been bereaved.","N/A","DEATH OF THE HONORABLE W. H. WILKS","/hansard/chamber.xscript/debate[7]/speech[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","ROSEVEAR, John","L08","Dalley","N/A","N/A","31","- I associate myself with the very kindly remarks that have already been made in memory of the late honorable member for Dalley. As lias been indicated, the late Mr. Wilks was one of the pioneers on the unblazed track of Federal government, and played a very important part in the early work of this Parliament. He was a man of considerable political courage, and although his particular shade of politics was not entirely in harmony with that of the electorate that he represented, nevertheless, for nine years, he served faithfully the party to which he belonged in a division which has since transferred its political allegiance to another political party. He played a prominent part in the affairs of both the State of New South Wales and the Commonwealth, and was always a fearless fighter on behalf of those whom he held dear. By reason of my very early recollections of the political struggle in this particular electorate, I can say of him that, whatever his views were, he placed them fearlessly before the people and was at all times a fair fighter in the interests of those whom he represented. It is to his credit, too, that although he has been dissociated from the work of this Parliament for many years, he continued to retain an interest in the politics of this country. The opinions that he expressed to political friends as well as to political opponents were valuable, because of the wide experience he had had in politics. I desire to associate his old friends, as well as his old political opponents in my electorate - who speak well of him - with the remarks that have been made, and on behalf of the present generation in that electorate, convey very sincere sympathy to his relatives, as well as to the country in general, in the loss of one of its most prominent citizens.","N/A","DEATH OF THE HONORABLE W. H. WILKS","/hansard/chamber.xscript/debate[7]/speech[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","HUGHES, William Morris","DQC","North Sydney","UAP","Attorney-General","32","- I desire to associate myself with the remarks made by the Prime Minister (Mr. Menzies) and those who have also spoken on this motion. I knew Mr. Wilks very well. He and I were close personal friends. We entered the Parliament of New South Wales at the same time and remained together in that legislature until the establishment of the Commonwealth, when we were both returned to this Parliament. I knew him intimately. He was a bright spirit. We were not members of the same party, but he was a man of democratic instincts. He served his country well. He was an upright and honorable man, and one in whose friendship I rejoiced. I deeply regret his death.Question resolved in the affirmative, honorable members standing in their places.Motion (by Mr. Menzies) agreed to -That Mr. Speaker be requested to transmit to Mrs. Wilks the foregoing resolution, together with a copy of the speeches delivered thereon.","N/A","DEATH OF THE HONORABLE W. H. WILKS","/hansard/chamber.xscript/debate[7]/speech[5]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","BELL, George","10000","N/A","N/A","N/A","32","- I have received from Mrs. W. C. Hill a letter thanking the House for its resolution of sympathy.","N/A","THE LATE HONORABLE W.C. HILL","/hansard/chamber.xscript/debate[8]/speech/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","LAWSON, George","KZX","N/A","FLP; ALP from 1936","N/A","32","- Some few weeks ago the Attorney-Generals Department advertised positions of industrial inspectors. Has the department yet considered the applications received? If so, when will the proposed appointments be made? What will be the actual duties of those inspectors?","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","HUGHES, William Morris","DQC","N/A","UAP","N/A","32","- A number of applications has been received.","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","LAWSON, George","KZX","N/A","FLP; ALP from 1936","N/A","32","32 KZX FLP; ALP from 1936 0 0 LAWSON, George Mr GEORGE LAWSON - How many?","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/answer/interjection[1]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","HUGHES, William Morris","DQC","N/A","N/A","N/A","32","32 DQC 0 0 HUGHES, William Morris Mr HUGHES - When I say a number I mean a number.","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/answer/continue[1]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","CURTIN, John","009FQ","N/A","N/A","N/A","32","32 009FQ 0 0 CURTIN, John Mr Curtin - Does the right honorable gentleman mean a great number?","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/answer/interjection[2]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","HUGHES, William Morris","DQC","N/A","N/A","N/A","32","32 DQC 0 0 HUGHES, William Morris Mr HUGHES - I mean a great number. They are not so numerous as the sands of the seashore, but they are getting on that way. The closest scrutiny, as the honorable gentleman will appreciate, is necessary in order that the great qualifications of applicants may be sifted and duly passed on. This will take some time; we are at work on it now.","APPOINTMENT OF INDUSTRIAL INSPECTORS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[1]/answer/continue[2]/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","HARRISON, Eric","KNX","N/A","N/A","N/A","32","- Has the Acting Minister for Information had an opportunity to look at certain articles contained in The Publicist, which are articles of a seditious and disloyal kind? If he has, what action does he propose to take to see that statements of that kind are not published?","THE PUBLICIST","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GULLETT, Henry","KFS","N/A","UAP","N/A","32","- I assure the honorable gentleman that articles of the kind to which he has referred and which I have read for the first time to-day in this months issue of The Publicist, will not appear in any subsequent number.","THE PUBLICIST","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","SHEEHAN, Thomas","KRE","N/A","N/A","N/A","33","- In view of the vastly increased commitments owing to the war will the Treasurer consider reconstituting the Parliamentary Accounts Committee in order to scrutinize all war expenditure?","PUBLIC ACCOUNTS COMMITTEE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","SPENDER, Percy","KUG","N/A","UAP","N/A","33","- I shall.","PUBLIC ACCOUNTS COMMITTEE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","HOLT, Harold","009MC","N/A","N/A","N/A","33","- I ask the Prime Minister if it is a fact that, as the result of action taken by a previous Administration, the only penal power now available to the Commonwealth Arbitration Court in respect of any award which is not obeyed by a union is the power to de-register that union? If that is a fact, will the Prime Minister consider taking prompt action either under powers conferred upon the Government by the National Security Act or under powers conferred by legislation to be passed through this Parliament in order to empower the Commonwealth Arbitration Court to discipline any union disobeying an award of the court?","PENAL POWERS OF COMMONWEALTH ARBITRATION COURT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MENZIES, Robert","N76","N/A","UAP","N/A","33","- The honorable gentlemans question substantially and accurately sets out the present position. The Government has under immediate consideration the introduction of legislation to bring about changes in that position.","PENAL POWERS OF COMMONWEALTH ARBITRATION COURT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","FROST, Charles","JXL","N/A","N/A","N/A","33","- Has the attention of the Minister for Commerce been drawn to a. report in the Sydney Daily Telegraph in reference to the conveyance of fruit from the wharves to the Sydney market? The statement reads -Delivery of thousands of cases of apples and pears was held up yesterday morning while members of the Master Fruit Carriers Association conferred with the Apple and Fear Board.The carriers complained about the carting arrangements controlled by the board.  Conditions have been chaotic ever since the Apple and Pear Acquisition Scheme was introduced, said the secretary of the Master Fruit Carriers Association (Mr. J. V. Sheridan) yesterday.  One of our members waited on Monday from 7 a.m. till 3 p.m. expecting to cart 1,800 cases of apples to an agent. After that long wait all he got was 78 cases.Will the Minister have an investigation made of the delivery from the Sydney wharves of fruit acquired by the Commonwealth Government, as the Apple and Pear Board in New South Wales seems to be trying to make a failure of the marketing scheme, thus causing heavy loss to the growers?","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/question[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","CP","N/A","33","- I have not seen the paragraph but I shall look at it and let the honorable gentleman know what the position is.","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/answer[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","LAWSON, John","KZZ","N/A","UAP","N/A","33","- Is the Minister for Commerce in a position to say what payment has been made under the apple and pear acquisition scheme in respect of each case of fruit? Will he explain the basis upon which future payments will be made, and state whether or not it is a fact, as reported, that it is not intended to make any further payment in respect of apples and pears until after August of this year?","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/question[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","33","- The first payment was 1s. 4d. a case in respect of three-quarters of the assessed crop of each grower. A second payment of8d. a. case in respect of apples, and an additional1s. a case in respect of pears, has been authorized. Another payment of 1s. a case in respect of approved qualities delivered to the boards agents will be made on delivery of the fruit. As to the third part of the honorable members question, I inform him that no person has any authority to say that no further payment will be made before August next.","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/answer[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MAHONEY, Gerald","KLC","N/A","N/A","N/A","33","- Has the Minister for Commerce received any urgent communication from exporters of apples and pears in Tasmania who have been put out of business because of the inauguration of the apple and pear acquisitionscheme, and will he see that the promise made by the Prime Minister to the Leader of the Opposition, that these men would be given an opportunity to participate in their regular business of exporting apples and pears, will be honoured? Will he say whether he intends to take any action in the matter?","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/question[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","34","- Representations along the lines mentioned by the honorable member have been made, both personally and by letter. It would take too long to give details at this stage, but I am prepared to discuss the matter with the honorable gentleman in my office on some convenient occasion.","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/answer[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","LANE, Albert","KZF","N/A","N/A","N/A","34","- Is the Minister representing the Minister for Commerce aware that, under the operations of the Apple and Pear Board, fruit agents in Sydney are licensed by the State Government? In view of the fact that a committee appointedby the board has prevented a large number of fruit agents from selling apples and pears, will the honorable gentleman,who, we well know, has interviewed every interest, state what policy he intends to adopt?Will he see that these committees are not allowed flagrantly to prejudice large sellers of apples and pears, and advance the interests of some of their friends who are very small sellers of those fruits?","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/question[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","34","- Doubtless this matter will be the subject: of discussion before long. When the opportunity occurs, I shall make a full statement on it.","APPLES AND PEARS","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[5]/answer[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","FRANCIS, Josiah","JWT","N/A","N/A","N/A","34","- In view of the immense sales of margarine against the sale of dairy products both in Australia and overseas and in view of the fact that the prices existing to-day in respect of sales to Great Britain will expireon the 30th June next, will the Minister for Commerce let the House know if he has made any representations for the continuance of the agreement in respect of sales of dairy produce to Great Britain and after that date? And if so, what are the proposals? Can the Minister give any hope that margarine will not continue to affect the sale of dairy products?","MARGARINE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[6]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","CP","N/A","34","- That question is a matter for discussion between the Commonwealth and the United Kingdom at present. The disposal of margarine in the United Kingdomdepends very largely on the attitude of the imperial Government. The biggest difficulty is the high price of1s. 7d. per lb. in the United Kingdom at which price butter has. beenfixed which price, of course, is very high in comparison with that of margarine.","MARGARINE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[6]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","
MARTENS, George William","KMZ","N/A","N/A","N/A","34","- Has the Government yet decided to establish a wool appraisement centre at Townsville?","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/question[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","CP","N/A","34","- No.","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/answer[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","FORDE, Francis Michael","F4U","N/A","N/A","N/A","34","- I ask the Minister for Commerce to give me an assurance that when consideration is being given to the establishment of additional centres for wool appraisement, the claims of Rockhamton, Gladstoneand other centres will be borne in mind. I should also like an assurance that, if necessary, deputations from Rockhampton, Gladstone and ether centres will be given am opportunity to re-state their claims for appraisements to be made in those important centres?","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/question[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","34","- I assure the Deputy Leader of the Opposition that the claims of the towns in his electorate will be considered in this connexion.","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/answer[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","SCHOLFIELD, Thomas","KQ8","N/A","N/A","N/A","34","-I ask the Minister for Commerce whether, when the Government is giving consideration to the establishment of new appraisement centres, the claims of Portland, Victoria, will be reviewed?","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/question[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","34","- Yes.","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/answer[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","WHITE, Thomas","KZR","N/A","N/A","N/A","34","- Is the Minister for Commerce in a position to say whether any foreign wool appraisers, other than men of French nationality are employed by the Central Wool Committee, and can he give the approximate number of such men and their nationalities? Further, will he say whether the employment of foreigners as appraisers is justified, in view of the fact that capable Australian wool appraisers who were willing to act are unemployed.","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/question[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CAMERON, Archie","JTY","N/A","N/A","N/A","34","- There are foreign appraisers of nationalities other than French in the employ of the Central Wool Committee. I cannot state the number of such men, but if the honorable gentleman desires the information, I shall have inquiries made, although some correspondence and considerable time in searching for it would be entailed. I point out that before the war, Australian wool was sold to buyers of many nationalities who had their representatives here. The system of appraisement is based on there being one appraiser to represent the buyer or the prospective buyer, another to represent the seller, the third to be independent I shall look into the honorable members question, and shall supply him with the best information which it is possible to obtain.","WOOL APPRAISEMENT","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[7]/answer[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","WHITE, Thomas","KZR","N/A","N/A","N/A","35","-Will the Minister for the Army investigate the present inequitable basis on which separation allowances are paid to widowed mothers of men who have enlisted in the Australian Imperial Force, whereby the mother of an unemployed man receives nothing except the allotment Which is deducted from his pay, whereas in other cases varying amounts are paid; and will he also bring down some equitable scheme whereby separation allowances will be paid to all?","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/question[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","STREET, Geoffrey","KVN","N/A","UAP","N/A","35","- The whole question of allowances for dependants is at present under reviewby the Government with a view to removing anomalies and inequities wherever they exist.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","LAZZARINI, Hubert","L07","N/A","ALP; LANG LAB from 1934; ALP from 1936","N/A","35","- Will the Minister for the Army inform the House what precautions, if any, are taken by the military authorities to protect the interests of wives and children of soldiers who have gone overseas? I have already furnished the Minister with particulars of two cases in which women otherthan the wives of the soldiers concerned have been drawing separation allowances, while the wives and their children have been in want.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/question[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","STREET, Geoffrey","KVN","N/A","N/A","N/A","35","- I think that the honorable members question has probably been covered by the answer which I gave to a previous question. I point out that the records office must accept the declaration of the soldier regarding his dependants. If he makes a false declaration some time must necessarily elapse before the matter can be put right.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","NAIRN, Walter","JVR","N/A","N/A","N/A","35","- Will the Minister for the Army inform me whether any volunteers in Western Australia for service abroad are now being trained in the Eastern States?If so, will he give me an assurance that that policy will be discontinued?","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/question[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","STREET, Geoffrey","KVN","N/A","N/A","N/A","35","- With the exception of certain technical units, particularly the artillery, the engineers and the signallers, the great majority of the troops will be trained in the States in which they enlist. This procedure will be contrary to the practice adopted in the case of the Sixth Division.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MAHONEY, Gerald","KLC","N/A","N/A","N/A","35","- Will the Minister for the Army take immediate steps by regulation to meet an anomaly in the pay of dependants of soldiers going overseas? A boy may allot to his mother 2s. out of 5s., but she gets nothing from the Commonwealth Government. Will the Government take the necessary stepsto give 2s. in cases where 2s. is allotted and 1s. where 1s. is allotted in the same ratio as allotment of 3s. to wives are supplemen ted. A lot of the boys going overseas do not understand the position.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/question[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","STREET, Geoffrey","KVN","N/A","N/A","N/A","35","-As I said earlier the dependants allowances are at present under review.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[4]/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","MAHONEY, Gerald","KLC","N/A","N/A","N/A","35","35 KLC 0 0 MAHONEY, Gerald Mr Mahoney - Will that aspect be taken into consideration?","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[4]/interjection/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","STREET, Geoffrey","KVN","N/A","N/A","N/A","35","35 KVN 0 0 STREET, Geoffrey Mr STREET - Yes.","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/answer[4]/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","JAMES, Rowland","KJQ","N/A","N/A","N/A","35","-Is the Minister for the Army awarethat undue hardship is at present being inflicted upon dependants of members of the Australian Imperial Force because of the way in which regulations governing the allotment of soldiers pay are being administered? In one instance, the details of which I have communicated to the department, an unmarried soldier had made an allotment of pay to his mother. Subsequently he married, but the department refused to make an allotment from his pay to the wife. When representations were made on the matter, she was informed that it would be necessary for her to obtain a court order against her husband. In another case, a soldier deliberately left his wife, who was in a delicate state of health, without any provision at all, and she had to go to the court foran order I ask the Minister whether it is a fact that, in that particular case, it was necessaryto obtain a grant from the Lord Mayors Fund in Newcastle so that the woman might be able to buy the equipment necessary to enable her to go into hospital for the birth of her child?","AUSTRALIAN IMPERIAL FORCE","QUESTIONS","/hansard/chamber.xscript/debate[9]/subdebate.1[8]/question[5]/talk.start/para","N/A","N/A"
