"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. John Moore Chanter, Riverina, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[14]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Austin Chapman, Eden Monaro, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[15]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. James Newton Haxton Hume Cook, Bourke, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[16]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A",">Hon. Joseph Cook, Parramatta, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[17]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Jabez Coon, Batman, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[18]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Richard Armstrong Crouch, Corio, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[19]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Alfred Deakin, Ballarat, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[20]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Richard Edwards, Oxley, Queensland","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[21]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Thomas Thomson Ewing, Richmond, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[22]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","George Fairbairn, Fawkner, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[23]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Andrew Fisher, Wide Bay, Queensland","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[24]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Right Hon. Sir John Forrest, P.C., G.C.M.G., Swan, Western Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[25]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Francis James Foster, New' England, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[26]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. James Mackinnon Fowler, Perth, Western Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[27]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Colonel the Hon.Justin Fox Greenlaw Foxton, C.M.G., Brisbane, Queensland.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[28]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Charles Edward Frazer, Kalgoorlie, Western Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[29]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. George Warburton Fuller, Illawarra, , New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[30]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Sir Philip Oakley Fysh, K.C.M.G., Denison, Tasmania","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[31]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Patrick McMahon Glynn, Angas, South Australia.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[32]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Littleton Ernest Groom, Darling Downs, Queensland","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[33]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","David Robert Hall, Werriwa, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[34]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Robert Harper, Mernda, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[35]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William Noah Hedges, Fremantle, Western Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[36]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Sir Frederick William Holder, K.C.M.G., Wakefield, South Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[37]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","James Hutchison, Hindmarsh, South Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[38]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hans William Henry Irvine, Grampians, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[39]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. William Hill Irvine, K.C., Flindens, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[40]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William Elliot Johnson, Lang, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[41]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William Henry Kelly, Wentworth, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[42]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Right Hon. Charles Cameron Kingston, P.C., K.C., Adelaide, South Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[43]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. William Knox, Kooyong, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[44]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Frank Liddell, Hunter, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[45]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","John Livingston, Barker, South Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[46]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Sir William John Lyne, K.C.M.G., Hume, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[47]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Hugh Mahon, Coolgardie, Western Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[48]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William Robert Nuttall Maloney, Melbourne, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[49]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","James Mathews, Melbourne Ports, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[50]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Samuel Mauger, Maribyrnong, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[51]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Charles McDonald, Kennedy, Queensland.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[52]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","John Keith McDougall, Wannon, Victoria.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[53]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William James McWilliams, Franklin, Tasmania.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[54]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. King O'Malley, Darwin, Tasmania.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[55]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. James Page, Maranoa, Queensland","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[56]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Albert Clayton Palmer, Echuca, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[57]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Alexander Poynton, Grey, South Australia","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[58]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Sir John Quick, Bendigo, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[59]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Right Hon. George Houstoun Reid, P.C., K.C., East Sydney, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[60]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Charles Carty Salmon, Laanecoorie, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[61]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Sydney Sampson, Wimmera, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[62]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Bruce Smith, K.C., Parkes, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[63]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. William Guthrie Spence, Darling, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[64]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","David Storrer, Bass, Tasmania","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[65]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Josiah Thomas, Barrier, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[66]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","John Thomson, Cowper, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[67]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Frank Gwynne Tudor, Yarra, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[68]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. John Christian Watson, South Sydney, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[69]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","William Webster, Gwydir, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[70]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. William Henry Wilks, Dalley, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[71]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Henry Willis, Robertson, New South Wales","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[72]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","John Gratton Wilson, Corangamite, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[73]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","George Henry Wise, Gippsland, Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[74]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Hon. Agar Wynne, Balaclava. Victoria","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[75]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Edward Walker Archer, Capricorna, Queensland, made an affirmation of allegiance.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[76]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The Commissioner then withdrew.","N/A","OPENING OF PARLIAMENT MEMBERS SWORN","/hansard/chamber.xscript/debate[2]/para[77]","N/A","N/A"
"0","0","0","1","0","0","1","DEAKIN, Alfred","009MD","Ballaarat","Protectionist","Minister of External Affairs","23",". - Mr. Clerk, I beg to move -That the honorable member for Wakefield, Sir Frederick Holder, K.C.M.G., do take the Chair as Speaker of this House.If I were commending to honorable members a member as yet unknown to them, it might, perhaps, be necessary to say something which is within the common knowledge of all. That is that, at the very outset of the Commonwealth Parliament, a most fortunate choice was made for the office of Speaker by the selection of a gentleman who seems to possess all the qualities necessary to establish the dignity of his position, and to maintain the traditions of this House. For equity, vigour, and courage, for a complete knowledge of parliamentary, law; for judgment, tact, and decision, we have found in Sir Frederick Holder - all of us who have served under him - an incomparable controller of the business of Parliament. It is with the greatest personal pleasure, and with a sense of the high privilege of doing so, that I submit his name to the judgment of the House.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[1]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","REID, George","F4P","East Sydney","N/A","N/A","23",".- Mr. Clerk,theeulogium which the Prime Minister has just pronounced upon the past services in the chair of the honorable member for Wakefield was one of a very high character. I believe that I express the sentiment of every honorable member sitting upon this side of the House, as well as my own, when I say that that eulogium was thoroughly well deserved. I confess now - as I have stated upon former occasions - that I always support this proposition with a tinge of regret. My regret is that we are deprived on the floor of this House of the eminent services which the presence of the gentleman who has hitherto filled the distinguished office of Speaker would confer upon our deliberations. Still, the position which the Speaker holds is not only one of eminent dignity, but is one which is capable of a vast range of practical value in our legislative proceedings. I wish to say that I most cordially and most gratefully acknowledge the services which Sir Frederick Holder has rendered in that capacity in the past, and I feel - as we all feel - the most profound confidence in his future conduct in that distinguished position.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","WATSON, John Christian","F4R","South Sydney","N/A","N/A","23",". - I desire to support the proposition which has been moved by the leader of the House and seconded by the right honorable gentleman at the head of the Opposition, and to say that I consider this new Parliament is extremely fortunate in having an opportunity to secure in the office of Speaker the services of one as able as is Sir Frederick Holder. There is no doubt that all that the Prime Minister and the leader of the Opposition have said is fully indorsed by every honorable member who has had experience of Sir Frederick Holder's conduct of the proceedings of this House. I know that during many trying periods in the past two Parliaments a number of us were, perhaps, inclined to lose our heads, and occasionally to forget the dignity which was due to the House ; but we could always rely upon the clear perception and cool head of Mr. Speaker. It affords me the greatest pleasure to support the motion.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[3]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","KNOX, William","KYT","Kooyong","N/A","N/A","24",". - Mr. Clerk, speaking as the representative of the electors of Kooyong, I wish to indorse every word that has been uttered by the previous speakers, and to say that I am perfectly sure it is the unanimous desire of honorable members who have served in this House since the Commonwealth Parliament was initiated, not only that the honorable member for Wakefield shall be elected Speaker for this Parliament, but that he may be spared to occupy that position in many other Parliaments. I indorse the remarks of the previous speakers.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[4]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","HOLDER, Frederick","KHI","Wakefield","N/A","N/A","24",". - I submit myself to the will of the House.Members of the House calling Sir Frederick Holder, he was taken out of his place by Mr. Deakin and Mr. Reid and conducted to the Chair.Then Mr. SPEAKER-ELECT, standing on the upper step, said : May I express to honorable members my deep sense of the honour that has been clone to me by my election once more to the responsible position of Speaker of the Parliament of the Commonwealth. I feel that the words which have been uttered have been all too flattering, but at least I can endeavour to live up to what has been said, and in the course of the Parliament which is before us to maintain the dignity of debate and also to secure to every honorable member that liberty to express his views - whether they be the views of other honorable members or not - which is his right in this House. I need say no more. My feelings will be best expressed, I think, by the endeavour which I shall certainly make during the term of this Parliament to be worthy of the confidence which honorable members have again so kindly reposed in me.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[5]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","DEAKIN, Alfred","009MD","Ballaarat","Protectionist","Minister of External Affairs","24",". - Mr. Speaker, it now becomes my duty and pleasure to offer you the heartiest congratulations of this House upon your acceptance of the very honorable position to which honorable members have been pleased to raise you.May I add that we regard it as an extremely hopeful augury for this new Parliament that at least one element of continuity of policy in the Commonwealth has been secured by your election.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[6]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","REID, George","F4P","East Sydney","N/A","N/A","24",".- It is a subject of great congratulation in a House which contains so many parties that, in the first business which has been brought before it, unanimity has been reached. I should like to say, as one who for some time has been a member of a deliberative Assembly, that even when the occupant of the Chair is a gentleman of the qualifications to which we have already referred, a great deal depends upon the loyal assistance which honorable members in the course of their deliberations render to him. In the past I have been grieved to observe occasionally a desire to get round your rulings, Mr. Speaker. I trust nothing of that sort will occur in the future, and I, possibly the chief offender in that respect, certainly hope to be a very much better subject than heretofore under your rule.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[7]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","24","- I can only say that any success which I was able to command in the performance of my duties during the last six years was achieved by the assistance of honorable members and of the officers of Parliament. Without that help I should certainly have failed. I again thank honorable members, those who have spoken as well as the House generally.Sitting suspended from 3.34 to 4.15 p.m.","N/A","ELECTION OF SPEAKER","/hansard/chamber.xscript/debate[3]/speech[8]/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The House proceeded to the Library, there to present Mr. Speaker to His Excellency the Governor-General.","N/A","PRESENTATION OF MR. SPEAKER TO THE GOVERNOR-GENERAL","/hansard/chamber.xscript/debate[4]/para[1]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The House having reassembled,","N/A","PRESENTATION OF MR. SPEAKER TO THE GOVERNOR-GENERAL","/hansard/chamber.xscript/debate[4]/para[2]","N/A","N/A"
"0","0","0","1","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","24","- I have the honour to inform honorable members that on presenting myself to His Excellency the Governor-General as having been elected to the position of Speaker of this House, His Excellency was so kind as to congratulate me thereupon.","N/A","PRESENTATION OF MR. SPEAKER TO THE GOVERNOR-GENERAL","/hansard/chamber.xscript/debate[4]/speech/talk.start/para","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","The Usher of the Black Rod being announced, was admitted, and delivered the message that His Excellency the Governor-General desired the attendance of honorable members in the Senate Chamber.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[5]/para[1]","N/A","N/A"
"0","0","0","0","0","0","1","N/A","N/A","N/A","N/A","N/A","N/A","Mr. Speakerand honorable members attended accordingly, and having returned,","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[5]/para[2]","N/A","N/A"
"0","0","0","1","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","24","- I have to inform the House that, having attended in the Senate chamber to hear the speech of His Excellency the Governor-General, I have obtained a copy of the same. I presume the usual course will be followed of taking the speech as read (vide page 8).Honorable Members. - Hear, hear.","N/A","GOVERNOR-GENERAL'S SPEECH","/hansard/chamber.xscript/debate[5]/speech/talk.start/para","N/A","N/A"
