"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","chamber_flag","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time"
"0","0","1","0","0","0","1","FISHER, Andrew","F4N","N/A","N/A","N/A","27","27 F4N 0 0 FISHER, Andrew Mr FISHER - As this is a matter of urgency, I ask the Prime Minister if he will have the file of papers laid on the table of the Library, that being the ordinary course to pursue. He is still the responsible Minister for Home Affairs.","KALGOORLIE TO POET AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[1]/answer[1]/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","27","- If the honorable member will give notice of the question, I shall answer it to-morrow.","KALGOORLIE TO POET AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[1]/answer[2]/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","O'MALLEY, King","K5D","N/A","N/A","N/A","27","- I wish to ask the Treasurer whether he does not think that it would be possible for him to devote to the payment of pensions to widows and orphans some of the public money now being wasted on the military mania ?","PENSIONS FOE WIDOWS AND ORPHANS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[2]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","FORREST, John","KFJ","N/A","LP","N/A","27","- I am not prepared at the present moment to give the honorable member an undertaking in regard to that matter.","PENSIONS FOE WIDOWS AND ORPHANS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[2]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","RYRIE, Granville","L0I","N/A","LP","N/A","27","- Has the Minister of Trade and Customs given consideration to the important question of the removal of the Quarantine Station from Manly, and, if so, will he intimate what is his intention in regard to it?","SYDNEY QUARANTINE STATION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[3]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","27","- In reply to the honorable member I desire to say that I discussed with the State authorities some time ago the question raised by him. I then suggested to Mr. Holman, the Premier of New South Wales, that he should set his officers to work to discover, if possible, in the vicinity of Sydney, an area of land which, while being suitable for oversea quarantine, would enable us to remove the station from the present site, and, at the same time, to set up a thoroughly equipped quarantine establishment for both Federal and State purposes, in some equally advantageous situation. Nothing has yet been done in regard to the matter, but Mr. Holman promised me that he would cause an investigation to be made at the earliest possible moment.","SYDNEY QUARANTINE STATION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[3]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","BURCHELL, Reginald","JTC","N/A","N/A","N/A","27","- Will the Prime Minister state whether it is a fact that his Government are negotiating with the Government of Western Australia for the supply of 500,000 powellised karri sleepers, and, if so, will he lay on the table of the House a copy of the proposed contract or agreement?","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[4]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","27","- It is a fact that negotiations have been proceeding between the Commonwealth Government and the Premier of Western Australia in regard to a renewal of the contract. A proposal has been made to Mr. Scaddan, but a reply has not yet been received.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[4]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MCDONALD, Charles","KQP","N/A","N/A","N/A","27","- Can the Minister of Trade and Customs inform the House when we are likely to receive from the Inter-State Commission an interim report in respect to the revision of the Tariff?","TARIFF REVISION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[5]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GROOM, Littleton","KFK","N/A","LP","N/A","27","- I am not yet in a position to give any definite date.","TARIFF REVISION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[5]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","TUDOR, Frank","KWL","N/A","N/A","N/A","27","- I desire to ask the Minister of Trade and Customs whether there has been rendered to the Government of New South Wales an account in respect of the upkeep of the Quarantine Station,Sydney, during its occupation by smallpox patients in connexion with the recent outbreak, and, if so, whether any payment has been made?","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[6]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GROOM, Littleton","KFK","N/A","LP","N/A","28","- Accounts have been rendered regularly to the State of New South Wales from a date shortly after the first occupation of the station by the patients in question, but no payment has yet been made. We did not receive any communication from the State Government suggesting even a doubt as to their liability to pay until about the middle of March last. Negotiations are still proceeding, the position of the Commonwealth Government being that we require to be reimbursed the full amount paid on behalf of the State.","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[6]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","BENNETT, James","JOY","N/A","N/A","N/A","28","- Has the Minister of Trade and Customs read a report which appeared in the Argus of 2nd inst. in regard to evidence given before the InterState Commission respecting the importation of wattle bark ? If so, will the honorable gentleman state what . action he proposes to take?","IMPORTATION OF WATTLE BARK","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[7]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GROOM, Littleton","KFK","N/A","LP","N/A","28","- Together with other evidence placed before the Inter-State Commission, that relating to the importation of wattle bark, particularly from South Africa, has naturally received our attention. We have received various communications on the subject, which is now being investigated by the Commission; but since it is still sub judice it is impossible for me at this stage to say that any definite action will be taken.","IMPORTATION OF WATTLE BARK","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[7]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","CATTS, James","JWO","N/A","N/A","N/A","28","- I desire to know, Mr. Speaker, whether you have seen a report of the Prime Minister's statement that legislation was passed through this House last session only by straining the Standing Orders, and putting them to uses to which they were never put before; and, further, whether such remarks are not a gross reflection on yourself, and whether you will require the Prime Minister to apologize.","STANDING ORDERS : REMARKS BY PRIME MINISTER.","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[8]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","SPEAKER, Mr","10000","N/A","N/A","N/A","28","- I remind the honorable member that notice has already been given of a question bearing on this matter. So far as it relates to myself, I have seen references published in the papers to such a report, but I am not in a position to say whether or not it is correct, or what was in the Prime Minister's mind at the time. I do not propose to take any further notice unless the matter is brought before the House in a more definite way.","STANDING ORDERS : REMARKS BY PRIME MINISTER.","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[8]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","PATTEN, Robert","KXU","N/A","N/A","N/A","28","- Is it a fact, as reported in the Argus of to-day, that leases in the Northern Territory are for the future to be subject to the Federal land tax?","NORTHERN TERRITORY- LAND TAX","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[9]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GLYNN, Patrick","KCO","N/A","LP","N/A","28","- I have made no announcement to that effect, and I do not know where the inspiration of the paragraph came from.","NORTHERN TERRITORY- LAND TAX","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[9]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","HIGGS, William","KHE","N/A","N/A","N/A","28","- Will the Prime Minister tell the House what legislation he proposes to introduce to meet the cost of living, which, he states, has been towering up of recent years?","COST OF LIVING","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[10]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","28","- I am hoping that the general policy and administration of this Government will in time have a very sensible effect on this very serious and pressing problem. I am the more justified in making that statement from having seen figures supplied recently by Mr. Knibbs, which show that, since this Government took office, the effective wage of the workers has begun to steadily increase.","COST OF LIVING","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[10]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","WATKINS, David","KX9","N/A","ALP; FLP from 1931","N/A","28","-Is it a fact that the Adamstown rifle range, covering the whole of the Northern District, has not had a target or any extra provision made, notwithstanding the establishment of the Citizen Defence Forces, and that it is not possible for the members of the Forces to get musketry exercise?","ADAMSTOWN RIFLE RANGE","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[11]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","KELLY, William","KEA","N/A","LP","N/A","28","- I shall bring the question under the notice of my colleague; but, as I have myself approved of work in connexion with the Adamstown rifle range, I assume that my honorable friend's information is incorrect.","ADAMSTOWN RIFLE RANGE","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[11]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","PAGE, James","KXO","N/A","N/A","N/A","28","- I desire to direct the attention of the Minister of Trade and Customs to a paragraph in the newspapers of this morning to the effect that small-pox has broken out in Sydney. What steps does the honorable gentleman, as chief of the Department, propose to take in the direction of protecting Queensland from this dire scourge?","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[12]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GROOM, Littleton","KFK","N/A","LP","N/A","29","- Last year I laid on the table of the House a report of the InterState Conference, dealing with this whole question, and the conditions under which the Commonwealth would be required to assist in the event of any future outbreak, or any increase in the intensity of the present outbreak.","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[12]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","PAGE, James","KXO","N/A","N/A","N/A","29","29 KXO 0 0 PAGE, James Mr Page - It is pretty intense, any way 1","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[12]/answer/interjection/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","GROOM, Littleton","KFK","N/A","N/A","N/A","29","29 KFK 0 0 GROOM, Littleton Mr GROOM - Honorable members will see the conditions laid down in that report. If there is any further information required, I shall be pleased to supply it.","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[12]/answer/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","MCDONALD, Charles","KQP","N/A","N/A","N/A","29","- Has the attention of the Treasurer been directed to a statement made before the Royal Commission on electoral matters by the Chief Electoral Officer of Queensland, to the effect that that State is receiving £135,000 more under the per capita arrangement with the States than it is entitled to. Will the Treasurer make full inquiry as to whether the statement to which I have referred is true or otherwise ?","COMMONWEALTH AND STATES : FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[13]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","FORREST, John","KFJ","N/A","LP","N/A","29","- This matter has not come under my notice, and this is the first occasion on which I have heard of it. I shall be obliged if the honorable member will put his question on the notice-paper, so that I may have a definite reply prepared.","COMMONWEALTH AND STATES : FINANCES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[13]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MAHON, Hugh","KLB","N/A","N/A","N/A","29","- Is the Prime Minister aware that work at the Kalgoorlie end of the transcontinental railway has been suspended for over five weeks, and that valuable plant there is lying idle. Does the honorable gentleman propose to enter into negotiations, so that work may be resumed with the least possible delay?","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[14]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","29","- I am aware that there has been a cessation of work at the western end of the railway, and I deeply regret the fact. I am not aware that anything the Government have done has caused this cessation of work. All I know is that the work is there for the men to go to, and that those who are engaged in pick and shovel work are striking against the wage of 12s. 6d. a day. I desire to add that the Government have substantially raised the wages of the men over and above those they were receiving during the time of our predecessors. We desire to deal with the men fairly, and, on the other hand, I think they ought to be prepared to deal fairly with the Government. I do not think that, in the circumstances, they were justified in dropping their tools, and leaving their work before the matter could be investigated.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[14]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","FENTON, James","KEV","N/A","N/A","N/A","29","29 KEV 0 0 FENTON, James Mr Fenton - There have been more strikes than ever since this Government came into power.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[14]/answer/interjection/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","29","29 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - It is a fact that there is a number of disputes in connexion with Government works, and that those disputes are continuing, notwithstanding that the Government have made conditions easier and better in every instance than they were in the time of our predecessors.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[14]/answer/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","POYNTON, Alexander","KYD","N/A","N/A","N/A","29","- I desire to ask the Prime Minister whether the rumour in the newspapers that we are to have a new electoral roll, is correct. If so, is it intended to postpone any future election until the new rolls are completed?","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[15]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","29","- The honorable member touches a sore point, and I suggest to him that he does not trouble about the next election. It is a fact that we are trying our very best to clear up this roll muddle. Our rolls are in a shocking condition to-day, and I am afraid the present machinery will not clear them up and keep them clean.","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[15]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","HIGGS, William","KHE","N/A","N/A","N/A","29","29 KHE 0 0 HIGGS, William Mr Higgs - How do you know they are in a shocking condition? Is it not a great reflection on your officers?","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[15]/answer/interjection/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","29","29 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - I do not think so. I think it is a reflection on our defective machinery. However, I do not wish to go into the matter now. Suffice it to say that we are trying to remedy these defects, and honorable members on both sides of the Chamber, irrespective of party, should be interested in a movement of that kind.","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[15]/answer/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","WEBSTER, William","KXK","N/A","N/A","N/A","29","- Is it the intention of the Government to re-impose the quarantine embargo in New South Wales with a view to limiting the spread of small-pox ?","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[16]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","GROOM, Littleton","KFK","N/A","LP","N/A","30","- Does the honorable member desire me to do so?","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[16]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","WEBSTER, William","KXK","N/A","N/A","N/A","30","30 KXK 0 0 WEBSTER, William Mr Webster - No. I simply asked the question.","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[16]/answer/interjection/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","GROOM, Littleton","KFK","N/A","N/A","N/A","30","30 KFK 0 0 GROOM, Littleton Mr GROOM - No such intention has ever been intimated by any member of the Ministry, and there is no such intention. The information we have is that the State Government is still continuing to do what they have been doing from the beginning, that is, endeavouring to grapple with the outbreak in the city of Sydney.","SMALL-POX IN NEW SOUTH WALES","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[16]/answer/continue/talk.start","N/A","N/A"
"0","0","0","1","0","0","1","SHARPE, James","KR8","N/A","N/A","N/A","30","- Is it the intention of the Prime Minister to transfer the Electoral Department to control by the Postal Department? By doing so, does he not think the Commonwealth will be more satisfactorily served in regard to the compiling of rolls?","ELECTORAL ADMINISTRATION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[17]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","30","- I know of no intention to transfer the Electoral Department to the Post Office. I think the Post Office is already sufficiently loaded without adding to it functions' of that kind.","ELECTORAL ADMINISTRATION","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[17]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","TUDOR, Frank","KWL","N/A","N/A","N/A","30","- A statement has appeared in the press that it is intended to have a police canvass in connexion with the electoral rolls. Will the Prime Minister say whether that is correct; and will all those whom the police find to be off the rolls at the present time be prosecuted in accordance with the present law for not being enrolled ?","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[18]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","30","- If the honorable member will give notice of the question, I shall get him particulars by tomorrow.","ELECTORAL ROLLS","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[18]/answer/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","MAHON, Hugh","KLB","N/A","N/A","N/A","30","- Is it not true the men employed on the railway work in Western Australia struck against11s. 6d. a day, and not 12s. 4d. ? Is not the Prime Minister aware that the work of constructing the line is being carried on in a dry region, where men undergo considerable hardships, where there is no doctor, and no nurses or hospitals within 70 miles 1 In the circumstances, does not the Prime Minister think that it is fair for the men to receive wages at least equal to those being paid by private contractors on the same work?","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/question/talk.start/para","N/A","N/A"
"0","0","0","1","0","0","1","COOK, Joseph","F4S","N/A","LP","N/A","30","- It is interesting to hear the implied tribute to the private contractor contained in the honorable member's question. According to the honorable member now, the private contractor is a man who pays better wages than the men could otherwise get. Private contractor control would appear to be an excellent thing.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/talk.start/para","N/A","N/A"
"0","0","1","0","0","0","1","MCDONALD, Charles","KQP","N/A","N/A","N/A","30","30 KQP 0 0 MCDONALD, Charles Mr McDonald - Private contractors can rob the Commonwealth better than any one else.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[1]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","30","30 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - I am not aware that any one is robbing the Commonwealth just now.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/continue[1]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","MCDONALD, Charles","KQP","N/A","N/A","N/A","30","30 KQP 0 0 MCDONALD, Charles Mr McDonald - That last contract of yours looks pretty shady, anyhow.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[2]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","30","30 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - If it is shady, I hope the honorable member will soon have an opportunity to demonstrate that fact to the House. I warn the honorable member, and I warn his leader, that he will not find it so easy to establish the shadiness of it here as upon public platforms.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/continue[2]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","MAHON, Hugh","KLB","N/A","N/A","N/A","30","30 KLB 0 0 MAHON, Hugh Mr Mahon - Why should not the Government pay a wage equal to that paid by the private contractor?","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[3]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","30","30 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - The honorable member knows why; he knows that this private contractor has instituted a system of task work.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/continue[3]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","MAHON, Hugh","KLB","N/A","N/A","N/A","30","30 KLB 0 0 MAHON, Hugh Mr Mahon - That is not correct.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[4]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","30","30 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - We have increased the wages of the men very considerably.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/continue[4]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","IRVINE, Hans","KJC","N/A","ANTI-SOC; LP from 1910","N/A","30","30 KJC ANTI-SOC; LP from 1910 0 0 IRVINE, Hans Mr HANS IRVINE - By 5s. per week..","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[5]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","COOK, Joseph","F4S","N/A","N/A","N/A","30","30 F4S 0 0 COOK, Joseph Mr JOSEPH COOK - At the Port Augusta end, we have increased the wages by 6s. a week. Altogether, I think we have done a fair thing by these men. I admit the hardships they suffer. I admit all the disadvantages of distance and: isolation, and that is all being expressed in the price we pay, as well as in the matters we take to them in the shape of comforts of various kinds. Honorable members would be a little surprised if they knew all the things we are trying to do in looking after the welfare of these men. The matter of providing the doctor is under consideration.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/continue[5]/talk.start","N/A","N/A"
"0","0","1","0","0","0","1","MCDONALD, Charles","KQP","N/A","N/A","N/A","30","30 KQP 0 0 MCDONALD, Charles Mr McDonald - Unfortunately, we cannot find out what you are doing.","KALGOORLIE TO PORT AUGUSTA RAILWAY","QUESTIONS","/hansard/chamber.xscript/debate[7]/subdebate.1[19]/answer/interjection[6]/talk.start","N/A","N/A"
