"question_flag","answer_flag","interjection_flag","speech_flag","chamber_flag","non_speech_flag","speaker_no","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","1","1","0","25","Senator DUNIAM","263418","N/A","N/A","N/A","N/A","It might be a good opportunity for my colleagues down the end there to not rile me up, and I'll keep it pretty tame too. Given all of this, it does beg the question: why wouldn't we back the industry? Of course, if you don't, where do you get the resource from? Those are two pretty central questions around this bill, and, indeed, what happens in a world where this bill does not take effect? Conservative estimates that we've repeated ad nauseam in this place—and of course in the other place and out in the public domain as well—are that demand for timber products is going to increase fourfold by the year 2050. There are myriad reasons that feed into that, mainly in the housing and construction sector: timber framing, staircases, window frames, flooring, furniture and decorative applications, amongst others. The demand is heading in that direction. Of course, native timber, from the forests that we're contemplating here in the debating of this bill, are central to the provision of the resource that is required to fulfil that demand. There are some stats out there now that 30 per cent of any home built these days is hardwood, and therefore coming from native forests. Bearing in mind the world-leading status of our forestry industry and those who work in it, you've got to wonder why we wouldn't back it. Of course, that goes to the second question I asked before: where does the resource come from if we aren't taking it from well-managed, world-leading, science based Australian forests? We often get it from overseas. This is the thing. If we're not producing it here, we're taking it from overseas nations, where we don't have the same assurances. We don't have the same guarantees around the resource and the sustainability of the management models they have in place in those nations. We don't know what environmental outcomes there are. We don't know what conditions exist for workers in those forests and those mills. Without strong regimes in those corresponding nations around traceability and labelling, it is very difficult for us to know with any confidence. It's very difficult for us as a country that does value environmental management and conditions for employees in these, often, dangerous environments to know whether the timber we are buying and importing will, in any way, be the standard we require of ourselves and expect as consumers of this resource. I'll come to some facts in a moment around other nations and their track records. In the last term of parliament, I was pleased to see a DNA-testing program in many of our timber retail outlets. The scary thing was—and I'm pleased that we were able to reveal this—that, while many of our very high-profile retailers were marketing and selling product that was claimed to be a particular species of timber sourced from a sustainable forest overseas, the DNA testing revealed that, in fact, it wasn't that timber and, indeed, it didn't come from a sustainable source. I implore the Albanese government to consider continuing this program, because I think it is important. If we're going to impose high standards on our timber industry, and rightly so—it's a set of impositions that the industry would welcome and that would, of course, help them with their brand—we should continue to do that for overseas sources and those who import from them. To that point, we are bringing our timber in from overseas, and one such point of origin is the nation of Brazil. A lot of timber comes in, and we've got a void here that we are seeking to fill. As I said before, with demand quadrupling by the year 2050, where are we getting this timber from? It's not coming out of thin air and it's certainly not coming out of Australian forests; it's coming from overseas. I did a bit of research earlier on and I came across a number of facts that worried me quite significantly We still want to buy the products, but we are finding it less and less possible to do so here in Australia, using Australian timber, sustainably managed, sustainably sourced and done to the world's best standard. We still want to buy the product, but we are forcing ourselves to buy it from overseas. If you look at Brazil, for the first six months of this year, 2022, the Amazon rainforest reached a record high in terms of deforestation. Government data showed that an area five times the size of New York City was destroyed. From January to June this year, 3,988 square kilometres was cleared. Of course, you can't just say, 'Oh, well, that's a matter for them,' because I think turning your back on the rest of the world, when we are good global citizens, is an important thing for us not to do. We set an example and we expect others to follow. This very same report talks about how in this clearing regime—not done in accordance with any science and not done to the world's best standard as it is here in Australia—after loggers extract valuable wood, ranchers and land grabbers set fire to what's left to clear the land for agriculture. So here they are, indeed, contributing not only to deforestation but to carbon emissions, which is something I would have thought many in this place would be opposed to supporting. This is what happens when we strangle our industry here by not providing certainty: we force demand offshore. We are sourcing timber from unsustainable forests offshore and, of course, sending the jobs to them. I could go on about Brazil at length, but let's turn to the continent of Africa and the deforestation in the Congo Basin, particularly in the Democratic Republic of the Congo. We're seeing, if you're looking at the measurement of the amount of timber being ripped out of the Congo Basin, that wood removal, which is measured in cubic metres, is continuing to increase annually. Industrialised roundwood, which is used for the purposes I've been talking about, increased from 3.05 million cubic metres in 1990 to 4.45 million cubic metres in 2010. So, if we think that these forests are being managed well and in accordance with world's best practice, you only have to consider claims like 'Congo Basin rainforest may be gone by 2100, study finds', and the facts I have already put on record. We do forestry well here, and that was the point behind Senator McKenzie's private senator's bill—the bill we're debating today. Of course, there have been events that have happened in the Federal Court of Australia since the bill was first introduced, and that's great. But we are in the business of providing certainty. We are in the business of providing certainty for this industry, which is world-leading and does not have headlines like the ones I've just read out or academic studies pointing to terrible outcomes like the ones I've just referred to. Our industry is one that is sustainable, one that we should be proud of, one that supports tens of thousands of jobs in regional communities and billions of dollars of economic productivity and revenue for Australian households and businesses, all the while providing good environmental outcomes. So this is why it is important for us to remove all doubt. It's great that the Federal Court reached the conclusion that they did, but let's not leave people in doubt. Let's show the government's intent for this particular industry, amongst other great primary industries, and make sure it has the support it needs. That certainty I mentioned earlier on is the one thing businesses and households are looking for anywhere they can get it—certainty from government through its policy, its regulation and its legislation. We know, of course, that, at a time in the future, the new government will present to this parliament its response to the Samuel review—a review which, I might add, has been out and in the public domain for some time. But that will also make a change to what we're debating here. So let's put a marker in the ground, let's support this industry and let's support this bill.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[1]/talk.text/body/p[11]","N/A","N/A","N/A"
"0","0","0","1","1","0","26","Senator CICCONE","281503","N/A","N/A","N/A","N/A","It's good to start this parliamentary week on such an important topic: our forestry and ensuring that we not only conserve our forests for future generations but also support a very important industry that employs thousands of people right around this country, particularly in my home state of Victoria. I note the comments by Senator Duniam as a former minister in this portfolio. It is a very important industry in his home state of Tasmania. However, I want to just also make the point that the last election demonstrates, sadly, how irrelevant those opposite have become. The decision to bring forward this private senator's bill in the first period of private senators' business in this 47th Parliament says a lot and is just another example of how the opposition are scrambling to find any form of relevance right now. For a whole decade, there had been an absence of policy agenda, particularly when it came to forestry. Faced with the very first opportunity to put forward in the Senate a bill that will deliver jobs and actually strengthen the industry, the opposition bring forward a bill that is effectively out of date. It was superseded by events of last year. It really is concerning to see that, at the first opportunity, the shadow minister for forestry brings to this chamber a bill that no longer has any practical meaning or practical effect. I know it's not his bill, and I should note that for the record. It is a bill that was put forward by Senator McKenzie in the previous parliament. But this bill, the Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020, is not really a serious legislative venture. Indeed, it has never been. The bill was originally conceived by the former minister, Senator McKenzie. She effectively used this bill to wedge the previous administration during her time out of the ministry. This bill is nothing more than a stunt. It is nothing more than an attempt by the National Party to embarrass their Liberal colleagues.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[1]","Senator CICCONE (Victoria—Deputy Government Whip in the Senate) ","(10:20):","N/A"
"0","0","1","0","1","0","27","Senator Scarr","282997","N/A","N/A","N/A","N/A","interjecting—","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/a/p","N/A","N/A","N/A"
"0","0","0","1","1","0","28","Senator CICCONE","281503","N/A","N/A","N/A","N/A","Senator Scarr, I'm doing you and your colleagues a favour. It started as nothing more than the Nationals trying to do wedge politics against the Liberal Party when they were last in government. The matter to which this bill pertains—that of the May 2020 decision of the Federal Court—has, just like those opposite, long since lost relevance. For those who are unfamiliar with this and are listening in to the chamber today, the decision by the Federal Court came as a judgement in the matter of Friends of Leadbeater's Possum v VicForests. That decision's impact upon the forestry industry was devastating, in my opinion. I note that there'll be others who will have very different views. Just to be clear on that particular decision, in her interpretation of section 38 (1) of the EPBC Act, Her Honour found that, in breaching the Victorian Code of Practice for Timber Production 2014, VicForests was no longer operating in accordance with a regional forestry agreement and thereby lost the so-called exemption from part 3 of the EPBC Act. I know that the intricacies of such legislation and regulation, particularly when it comes to the environment and the forestry industry, can be lost on a lot of people. However, I appreciate that it's complex, but it's a policy area that is so important for thousands of people who rely on a very strong industry, an industry that does employ people in our regions. As I said, it is a particular area of interest here in the Senate. I can assure you that, for me, and for thousands of workers in my state who rely on this industry to make ends meet, these interests are hardly niche; they are of vital importance. The implications of the Federal Court decision were very significant for the forestry industry in this country. They threw in doubt the legal framework within which forestry activity operates. Regional forestry agreements are essential legal instruments for the Australian forestry industry and are each tailored to a specific geographical area. These agreements provide forestry operators with the certainty they need to carry out their very important work. Recognising the significant environmental approval processes proposed forestry activity must complete before proceeding at a state level, regional forestry agreements allow these processes to stand as those that apply to the forested area, rather than those of the EPBC Act. Indeed, it was never the intention of the EPBC Act to provide the legal framework for forestry operations. This is why regional forestry agreements exist. With great relief to me and many others, in May 2021, the full bench of the Federal Court handed down a unanimous decision which upheld VicForests' appeal against the previous Federal Court decision, reinstating the longstanding status quo regarding how regional forestry agreements interact with the EPBC Act. This was a big win, a major win, I might say, for the industry and for the thousands of workers that rely on its continued existence for their own economic security. The later decision by the High Court of Australia to deny leave to appeal this second decision was just as much of a relief. It provided industry with the certainty it needed, certainty that was lost in the first Federal Court decision. Unfortunately, those opposite appear not to be aware of these essential and very important facts. This should hardly be a surprise. After all, those opposite aren't really interested in delivering for very key industries in my home state like forestry, and it really is disappointing to see them rehashing old bills from the previous parliament. But there is something that is more disappointing, and it was probably not even acknowledged in the contribution by the good Senator Duniam, someone who I've worked very closely with on a number of issues in this place. One of the recommendations that came out of the Senate inquiry into this bill—and I'll read it out for the benefit of new senators—is: Recommendation 3 2.71 In the event that the Federal Court decision of 10 May 2021—in relation to VicForests' appeal to the decision in Friends of Leadbeater's Possum Inc v VicForests (No. 4) [2020] FCA 704—is appealed and at that time the Australian Government has not legislated the outcome required by Recommendation 1, the committee recommends that the Senate pass the bill. The only thing about that recommendation is that the appeal was actually denied. Therefore, if you take the Liberal Party's recommendation from the previous inquiry, we really should not even be here today debating this bill. The recommendation was that we should proceed only if the appeal was successful, but it wasn't. So, quite frankly, this is redundant. I'm surprised we're even wasting the Senate's time this morning debating such a bill. But, as I said earlier in my contribution, it is no surprise, given those opposite are scrambling to find bills to even debate in this place.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[4]","N/A","N/A","N/A"
"0","0","1","0","1","0","29","Senator Scar","282997","N/A","N/A","N/A","N/A","r: So negative!","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[12]","N/A","N/A","N/A"
"0","0","0","1","1","0","30","Senator CICCONE","281503","N/A","N/A","N/A","N/A","Well, Senator Scarr, to take your interjection, I'm sorry, but I'm not trying to be negative; I'm just being truthful, just putting the facts on the table. Quite frankly, it is disappointing. I was trying to make the point earlier this morning—again, not to be negative, Senator Scarr—that it is also disappointing that the opposition have not provided names for committee memberships in this place, because quite frankly I'd like to get stuck into business as much as you would. I know the Nationals were very keen to get an into inquiry into biosecurity, which I'm very keen for. I'm very happy that this Senate supported my motion, but we don't have a chair. Why don't we have a chair? Because the National Party and the Liberal Party haven't provided the Senate an opportunity with names for committee membership—","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[13]","N/A","N/A","N/A"
"0","0","1","0","1","0","31","Senator Scarr","282997","N/A","N/A","N/A","N/A","Point of order on relevance: whilst I understand Senator Ciccone is concerned about the issue of committee memberships and raised it earlier in the proceedings today, it can hardly be in any way relevant to the bill under consideration.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[14]","N/A","N/A","N/A"
"0","0","1","0","1","0","32","The DEPUTY PRESIDENT","287062","N/A","N/A","N/A","N/A","Senator Ciccone, I draw you back to the bill at hand.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[15]","N/A","N/A","N/A"
"0","0","0","1","1","0","33","Senator CICCONE","281503","N/A","N/A","N/A","N/A","I know it's a sensitive issue, but I thank you very much for your ruling there, Deputy President. As I was saying in my speech earlier today, it is disappointing to see the opposition again not bring forward a bill, that the Senate can deal with today, that actually deals with real issues that matter to working people. It is disappointing that we are here, on the first day of the second sitting week, having to deal with a bill that is, quite frankly, redundant and will not have any practical effect on working people, even by their own recommendation. Recommendation No. 3 makes it very clear that, in the event the appeal was denied by the High Court, we should not even proceed with this bill. Yet we're here dealing with a bill that shouldn't even be spoken about today, because it has no practical impact. But what else are we going to talk about today, other than old legislation the opposition are bringing forward from the 46th Parliament? As we stated the first time this bill came to the Senate—when the opposition's now environment spokesperson and the former assistant minister for forestry vehemently opposed it—we do not support piecemeal amendments to the EPBC Act. That's very important. We don't. It's important that we do these in a much more coordinated, collaborative fashion, rather than this piecemeal approach that we saw in the previous parliament, which I really hope we don't see in this new parliament. Our approach—","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[16]","N/A","N/A","N/A"
"0","0","1","0","1","0","34","Senator Scarr","282997","N/A","N/A","N/A","N/A","Could you end your speech on a positive note!","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[18]","N/A","N/A","N/A"
"0","0","0","1","1","0","35","Senator CICCONE","281503","N/A","N/A","N/A","N/A","Senator Scarr, you like to interject, but I will say it's not being negative; it's just being truthful with the Australian people. We are being quite frank and putting all the facts on the table. Senator Green and others in this place have seen the negativity of the previous government in the last three years. What we want to see is outcomes: outcomes that matter to working people; outcomes that will change their lives; and outcomes that support vital industries, like forestry, right around this country. Where are those one billion trees that the former coalition government promised? Not one tree was planted.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[19]","N/A","N/A","N/A"
"0","0","1","0","1","0","36","Senator McDonald","123072","N/A","N/A","N/A","N/A","They're growing.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[20]","N/A","N/A","N/A"
"0","0","0","1","1","0","37","Senator CICCONE","281503","N/A","N/A","N/A","N/A","Not one tree was planted, Senator McDonald. I don't think they're growing, sadly. I don't think they're growing, because not one was actually put in the ground. I've got a shovel ready to go. We should start planting those trees. Come on, let's do it. We know that the previous government promised one billion trees and then at the last election said, 'Actually, we're now only going to promise a couple of hundred million,' instead of the one billion that they'd promised. Again, we see the opposition, who are constantly backflipping all the time, promise one thing to the Australian people and then after the election go back on their word. That was the rhetoric and the narrative of the previous Morrison government. The previous Morrison government was all spin and no substance.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[21]","N/A","N/A","N/A"
"0","0","1","0","1","0","38","Senator Scarr","282997","N/A","N/A","N/A","N/A","How are wages?","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[22]","N/A","N/A","N/A"
"0","0","0","1","1","0","39","Senator CICCONE","281503","N/A","N/A","N/A","N/A","Wages—just to take the interjections across the aisle—actually are going up. One thing we did—the first thing we did, in fact—when we came into government was to put a submission, signed by the Prime Minister, to the Fair Work Commission to support Australian workers. When it comes to Australian workers, we know who's on their side. It's unfortunately not senators opposite to the government.","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[23]","N/A","N/A","N/A"
"0","0","1","0","1","0","40","Senator McDonald","123072","N/A","N/A","N/A","N/A","That's such rubbish!","Environment Protection and Biodiversity Conservation Amendment (Regional Forest Agreements) Bill 2020","BILLS","/hansard/chamber.xscript/debate[4]/subdebate.1[1]/subdebate.2/speech[2]/talk.text/body/p[24]","N/A","N/A","N/A"
