"question_flag","answer_flag","interjection_flag","speech_flag","petition_flag","quote_flag","motionnospeech_flag","chamber_flag","non_speech_flag","speaker_no","nonspeech","name","name.id","electorate","party","role","page.no","content","subdebateinfo","debateinfo","path","Speaker","Time","Other"
"0","0","0","0","0","0","0","1","1","11","0","Senator MICHAEL BAUME","LE4","N/A","N/A","N/A","N/A","I give notice that, on the next day of sitting, I shall move:","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[4]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","12","0","N/A","N/A","N/A","N/A","N/A","N/A","That the Senate— notes: the totally incorrect claim, made by the Leader of the Australian Democrats (Senator Kernot) at question time on 2 May 1996, that the latest Treasury economic round&hyphen;up `has cast doubt' on the $8 billion deficit figure released by the Treasurer (Mr Costello), on Treasury advice on 12 March 1996, that, on the contrary, the round&hyphen;up clearly casts no doubts whatsoever on the Treasurer's revelation of the Leader of the Opposition's (Mr Beazley) $8 billion black hole in the Budget, but in fact confirms it, and the round&hyphen;up specifically states that the economic profile of resumption of stronger growth, incorporating a period of temporary weakness, outlined in the round&hyphen;up was implied in the economic Treasury forecast of 12 March 1996 and so was fully taken into account; and regrets Senator Kernot's incorrect statement on such a vital issue as part of her improper political campaign to deny the reality of the severe budgetary problems left by the discredited Keating Government and inherited by the first Howard Government. Notice amended by Mr President pursuant to standing order 76 .","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[4]/speech/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","13","0","Senator McKIERNAN","1I4","N/A","N/A","N/A","N/A","I give notice that, on the next day of sitting, I shall move:","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[5]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","14","0","N/A","N/A","N/A","N/A","N/A","N/A","That the Senate— recognises the immeasurable contribution made by electorate staff in the day&hyphen;to&hyphen;day running of electorate offices; acknowledges the fact that electorate staff frequently become the `surrogate member' when their senator or member is away from the electorate office; views, with concern, any proposal to reduce the complement of electorate staff in senators' or members' offices; calls on the Government to: continue to provide all senators and members with at least 3 full&hyphen;time equivalent electorate staff, and not support any proposition to reduce electorate staff levels; and commends electorate staff for their assistance, expertise and loyalty.","N/A","NOTICES OF MOTION","/html/body/hansard/chamber.xscript/debate[1]/debate.sub1[5]/speech/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","15","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Chamarette ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","16","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 30 standing in the name of Senator Chamarette for this day, relating to the Minister for the Environment (Senator Hill) and the Hazardous Waste (Regulation of Exports and Imports) Amendment Bill 1996, be postponed till the next day of sitting.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[1]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","17","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Chris Evans , at the request of Senator Carr ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[2]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","18","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 34 standing in the name of Senator Carr for today, relating to the national professional development program for teachers, be postponed till Tuesday, 21 May 1996.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[2]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","19","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Chris Evans , on behalf of Senator Carr ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[3]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","20","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 36 standing in the name of Senator Carr for today, relating to education, be postponed till 21 May 1996.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[3]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","21","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Chris Evans , at the request of Senator Carr ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[4]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","22","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 39 standing in the name of Senator Carr for today, relating to unemployment, be postponed till 21 May 1996.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[4]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","23","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Bell ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[5]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","24","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 37 standing in the name of Senator Bell for today, relating to the introduction of the Restitution of Property to King Island Dairy Products Pty Ltd Bill 1996, be postponed till the next day of sitting.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[5]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","25","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Reynolds ) agreed to:","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[6]/proctext/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","26","0","N/A","N/A","N/A","N/A","N/A","N/A","That general business notice of motion No. 10 standing in the name of Senator Reynolds for today, relating to a code of race ethics, be postponed till the next day of sitting.","N/A","ORDER OF BUSINESS","/html/body/hansard/chamber.xscript/debate[2]/debate.sub1[6]/proctext/para[2]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","27","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Kemp ) agreed to:","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[1]/proctext/para","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","28","0","N/A","N/A","N/A","N/A","N/A","N/A","That the following bills be introduced: A bill for an act to make provision for the regulation of the use of the use for commercial purposes of the indicia and images associated with the Sydney 2000 Olympic Games and the Sydney 2000 Paralympic Games, and for related purposes. A bill for an act to amend the Australian Sports Drug Agency Act 1990, and for related purposes. A bill for an act to amend the Crimes Act 1914 to exempt from criminal liability certain law enforcement officers who engage in unlawful conduct to obtain evidence of offences relating to narcotic goods, and for related purposes. A bill for an act to amend the Health Insurance Act 1973, and for related purposes.","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[1]/proctext/break/para[1]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","29","0","N/A","N/A","N/A","N/A","N/A","N/A","Motion (by Senator Kemp ) agreed to:","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[1]/proctext/break/para[6]","N/A","N/A","N/A"
"0","0","0","0","0","1","0","1","0","30","0","N/A","N/A","N/A","N/A","N/A","N/A","That these bills may proceed without formalities, may be taken together and be now read a first time.","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[1]/proctext/break/para[7]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","31","0","N/A","N/A","N/A","N/A","N/A","N/A","Bills read a first time.","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[1]/proctext/break/para[8]","N/A","N/A","N/A"
"0","0","0","0","0","0","0","1","1","32","0","Senator KEMP","WW4","N/A","N/A","Parliamentary Secretary to the Minister for Social Security)","N/A","I table the explanatory memoranda relating to the bills, and move:","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[2]/speech/talk.start/para","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","33","0","N/A","N/A","N/A","N/A","N/A","N/A","That these bills be now read a second time.","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[2]/speech/para[1]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","34","0","N/A","N/A","N/A","N/A","N/A","N/A","I seek leave to have the second reading speeches incorporated in Hansard . Leave granted. The speeches read as follows — SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[2]/speech/para[2]","N/A","N/A","N/A"
"0","0","0","1","0","1","0","1","0","35","0","N/A","N/A","N/A","N/A","N/A","N/A","The purpose of this bill is to protect the Sydney 2000 Olympic and Paralympic Games licensing revenue from being undermined by unauthorised use of the games indicia and images by corporate competitors of the official games sponsors. The bill will achieve this by regulating the use for commercial purposes of the indicia and images associated with the games. The hosting of the Olympic Games in the year 2000 is an event of great significance to Australia. It provides a unique opportunity to demonstrate to the world this country's skills, talents, environment and achievements. Preparations for the games have proceeded in a very professional manner. This has been under the guidance of the Sydney Organising Committee for the Olympic Games (SOCOG) and with a high level of cooperation between the New South Wales State Government and the commonwealth government. The organisation of the games is an inspiring venture and the public interest in every aspect of the build&hyphen;up is intense. The government will ensure that the cooperation which has marked the first two years of preparation for the games continues. We will continue to cooperate with SOCOG and other agencies and organisations involved in organising the games. This cooperation is to ensure that Australia's competitors in the games are given every opportunity to succeed and that the games will be an outstanding success. The task of organising the games is very large and complex. It is also very expensive. As the host nation for the year 2000 Games, Australia will be expending considerable sums of money in the lead up to the year 2000 for the construction of facilities and infrastructure, organisation and marketing. The cost of staging the Sydney 2000 Olympic and Paralympic Games is estimated to be around $2 billion. It will be shared between the organising committees, SOCOG, and the Sydney Paralympic Organising Committee (SPOC), the Government of NSW and the commonwealth government. The commonwealth government's overall budgetary contribution to the games will exceed $400 million. Sources of revenue to meet the costs of the Sydney Games include the sale of television rights, ticket sales and the licensing of the right to use the games indicia and images. After television rights, licensing, or sponsorship rights, are the most important source of revenue to meet the costs of organising and staging the games. It is expected that the revenue raised from official sponsorships would need to be of the order of $700 million to meet the revenue budget of the games. The ability of SOCOG and SPOC to attract sponsors will depend to a large extent on the degree of exclusivity afforded to the licensed indicia and images. Official sponsors recognise the commercial value of associating themselves with events of the magnitude of the Olympic Games and are willing to pay considerable sums of money to use the words and symbols associated with the Olympics. In this regard, I note that SOCOG has announced that Telstra and IBM are to jointly contribute more than $100 million. They are the first members of Team Millennium, the corporate sponsorship program for the Sydney 2000 Games. The agreement was negotiated in anticipation of the strengthening of the legislative protection of intellectual property rights associated with the Sydney Games. 'Ambush marketing', however, has the capacity to seriously erode the official sponsorship revenue if not stopped or minimised. Ambush marketing is the unauthorised association of businesses with the marketing of an event, such as the Sydney Games, without paying for marketing rights. Typically it is the competitors of official sponsors of major sporting events that engage in these activities. Australian and overseas experience of recent Olympic Games has highlighted the threat that uncontrolled ambush marketing activities can pose to the value of exclusive licensing rights on Olympic Games symbols and indicia. Because ambush marketing can be very effective in creating a perception that the 'free&hyphen;rider' is in fact an official sponsor, it can dissuade official sponsors from continuing their association with the Olympics. It can also substantially reduce the amount sponsors are prepared to pay for the rights. The preservation of sponsorship revenue is fundamental to achieving a sound financial outcome for the games thereby ensuring the least call on the public purse. The government of NSW has underwritten and bears full responsibility for any deficit between the games income and expenditure. The protection of official sponsorships against ambush marketing is therefore critical. The terms of the Host City Contract for the Sydney 2000 Olympics present obligations to the signatories for these matters. The host City (New South Wales Government), the Australian Olympic Committee (AOC), and SOCOG are obliged to ensure that there are no other marketing programs in the host country which will have an impact on the games marketing program. The measures introduced to the Chamber today are the result of a series of initiatives from the coalition parties. In 1994 the Liberal and National Parties initiated an inquiry into the effects of ambush marketing on sponsorship revenue for the games. This followed early indications of serious problems for the organisers, the sponsors, and therefore ultimately the tax payers. In February 1995 we announced we would support legislation to provide property rights in the words and expressions and names of bodies associated with the 2000 Games and the Paralympics. In March 1995 the Senate Standing Committee on Legal and Constitutional Affairs unanimously supported this position. The AOC, SOCOG and the previous New South Wales Government had called for this legislation from the time of awarding of the games to Sydney. The previous government introduced the Sydney 2000 Games (Indicia and Images) Protection Bill 1995 into the Senate on 29 November 1995. It did not introduce it in time to make it law before the proroguing of Parliament. This has created the very real risk of part of SOCOG's marketing revenue being siphoned off, with the cost being borne indirectly by Australian sport and the taxpayer. The bill I am now introducing is essentially the same as the bill introduced into the Senate last year with the exception of three minor amendments. The amendments clarify the legislation and provide additional protection in accordance with the organising committees' wishes. It gives additional protection to that provided by the Olympic Insignia Protection Act 1987 which protects Olympic symbols such as the five rings and the designs of the Olympic flame and torch. That Act was amended in 1994 to extend the protection available. The new legislation will protect the use of a wide range of words and expressions against ambush marketing during the lead up to and including the Sydney Games. It will pick up most of the recommendations made in March 1995 by the Senate Legal and Constitutional References Committee in its report entitled Cashing in on the Sydney Olympics: Protecting the Sydney Olympic Games from Ambush Marketing. The bill will have a limited period of application and will cease to have effect after 31 December 2000. Mr President, I would now briefly outline significant features of this legislation. The bill seeks to provide protection to indicia encompassing words and expressions associated with the Olympic and Paralympic Games. Words and phrases such as 'Olympic', 'Olympiad', 'Paralympic', 'Paralympiad', 'Sydney 2000', 'Sydney Games', 'Millennium Games', 'Team Millennium' and 'Summer Games' will be protected against unlicensed commercial use under this legislation. Particular word combinations will also be protected under this legislation. These include, for example, any combinations of the words 'Olympics', 'Olympian', 'Paralympics' and 'Paralympian' with words, numbers or phrases such as 'Sydney', '2000', 'Two Thousand', 'Games', 'Medals', 'Gold', 'Silver', 'Bronze', 'Green and Gold' and 'Sponsor'. In addition to protecting particular words, numbers and expressions, the bill also seeks to provide protection to certain images that in the circumstances of their presentation suggest, or are likely to suggest, a connection with the Sydney 2000 Olympic or Paralympic Games. These images may be either visual or aural representations. The rights in the above protected indicia and images vest with SOCOG and SPOC. These two bodies have the power to use and to license others to use the indicia and images identified in the legislation for commercial purposes. To constitute use for commercial purposes, the Sydney Games indicia or images must be applied to a person's goods or services for advertising or promotional purposes, or for enhancing the demand for the goods or services, and in a manner which would suggest that the person is or has been a sponsor of, or is or has been providing other support for, the Sydney 2000 Olympic or Paralympic Games or both. That is, a person who sells or promotes their goods or services by using any of the protected indicia or images in a way that would be reasonably understood as suggesting that the person is claiming sponsorship of, or to be providing other support for the games, would be using them for commercial purposes. In order to enable the public to be aware of the identity of those licensed to use the Sydney Games indicia and images, a register will be established and maintained by SOCOG. It will be made accessible to members of the public at its office in Sydney. The register will also be accessible throughout Australia at state Offices of the Australian Industrial Property Organisation. An entry in the register will include details such as the name and principal place of business of the licensed user, the Sydney Games indicia and images that the licensed user may use and the circumstances in which the indicia and images may be used. A person whose name is entered on the register is to be taken to be a licensed user of the Sydney Games indicia or images specified in that entry. A document certified by the Chief Executive Officer of SOCOG, is evidence that the particulars set out in the document are entered in the Register. This bill, however, is not about placing an absolute fetter on any use of the protected Sydney Games indicia and images. The government recognises that the preservation of sponsorship revenue is essential to achieving a good budget outcome for the games. But the fundamental rights of the community to freedom of expression must be respected, particularly in relation to words that have passed into common usage. It must therefore be emphasised that restrictions on the usage of the Sydney Games indicia and images will apply only to unlicensed commercial use of the protected indicia and images. Moreover, it is made clear in the bill that the legislation is not intended to affect the working of many aspects of everyday business. It is recognised that some individuals and corporations already use the indicia prescribed in the legislation in conjunction with their goods and services. There are for example goods and services which either have the trade marks 'Olympic' or include the word 'Olympic', such as 'Olympic tyres' and 'Olympic Airways'. This legislation is not about stopping traders who have been using these indicia and images for years from continuing that use. The established rights of owners of registered trade marks or designs containing those indicia and images remain unaffected, so long as the trade marks or designs are not used in a way so as to imply a connection to the games. The use of the Sydney Games indicia or images solely for the purposes of providing information, or for the purposes of criticism or review, is not of itself prohibited. Examples of such provision of information include the reporting of news and presentation of current affairs, the factual description of goods or services provided by a business (such as stating that accommodation is available at a hotel that is located near the Olympic site), or the factual statements by an athlete to promote their own achievements. Examples of criticism and review are those which are likely to appear in newspapers, magazines or similar periodicals, in a radio or television broadcast, or in a cinematographic film. The government recognises that the reasonable needs of sporting bodies in relation to fundraising for and promotion of their preparation of athletes and teams for the Sydney Olympic and Paralympic Games should be allowed to continue. Those reasonable needs could involve use of the Sydney Games indicia or images for the purposes of providing factual information. As I have just explained, the bill is not intended to affect this type of use. In the interests of clarity and certainty, the government believes it would be desirable for sporting bodies to negotiate Memoranda of Understanding with SOCOG to cover their proposed use of the Sydney Games indicia and images. The Australian Sports Commission has negotiated such an agreement. While strategies are being devised to ensure that new business opportunities will flow to all industries, including small and medium enterprises, the tourism industry in particular has the greatest contribution to make in securing and dispersing spinoff benefits from the games. It has therefore been a major concern that the legislation does not inhibit the capacity of tourism marketing bodies and individual firms, to undertake advertising and promotional activities which complement the role of SOCOG and the Olympic bodies. The provision of the information clause, which I have just mentioned, accommodates tourism marketing. That is, tourism marketing involving the provision of information that is both generic tourism promotion by official marketing bodies and factual statements about products and services by individual firms, should not require SOCOG's approval. Those tourism businesses wishing to become directly associated with the games will need to apply to SOCOG. The impact of the legislation on tourism marketing will be monitored. The bill provides various remedies to SOCOG, SPOC and licensed users to enforce their rights in relation to the Sydney Games indicia and images. Thus, where an unlicensed user uses Sydney Games indicia or images in contravention of the bill, SOCOG, SPOC or a relevant licensed user, may bring an action against the unlicensed user. The remedies available under the bill include injunctions, damages and corrective advertising. However, in addition to those remedies, the courts have the discretion to provide remedies under any law (whether a law of the commonwealth, a state or a territory) that confers any rights or powers on SOCOG, SPOC or a licensed user. Most notable in this regard are the remedies provided under the Trade Practices Act 1974 in relation to engaging in conduct that is misleading or deceptive. The bill also includes appropriate Customs measures to limit the possibility of the importation of goods which seek to ambush the games marketing. The on&hyphen;going cost to the government of administering this legislation will be minimal. The Australian Customs Service will be able to carry out the measures of this legislation relating to the monitoring of imported goods at the barrier within their existing resources. It is likely that the increased security of the Olympic 2000 indicia and images will enhance SOCOG's and SPOC's capacity to ensure the financial viability of the 2000 Games through its marketing program. I believe that the bill introduces significant protection for the Sydney Games indicia and images. The protection provided by this bill will both complement and enhance the protective measures already in place under Australia's current intellectual property laws to ensure, to the extent possible, that a good budget outcome is achieved for the Sydney 2000 Games. I commend this bill to the Senate and present the Explanatory Memorandum to this bill.","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[2]/speech/para[7]","N/A","N/A","N/A"
"0","0","0","1","0","0","0","1","0","36","0","N/A","N/A","N/A","N/A","N/A","N/A","AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996","N/A","SYDNEY 2000 GAMES (INDICIA AND IMAGES) PROTECTION BILL 1996 AUSTRALIAN SPORTS DRUG AGENCY AMENDMENT BILL 1996 CRIMES AMENDMENT (CONTROLLED OPERATIONS) BILL 1996 HEALTH INSURANCE AMENDMENT BILL 1996","/html/body/hansard/chamber.xscript/debate[3]/debate.sub1[2]/speech/para[42]","N/A","N/A","N/A"
